id,pscene_id,puppeteer_id,puppeteersub_id,character_id,kashira_id,sort
86,31,136,0,761,94,4
87,32,20,0,763,103,1
88,32,100,0,764,79,2
89,33,20,0,763,103,1
90,33,100,0,764,79,2
91,33,132,0,766,45,3
92,33,44,0,760,35,4
93,33,124,0,757,13,5
94,33,18,0,758,111,6
95,34,44,0,760,35,1
96,35,100,0,523,37,1
97,35,44,0,525,106,2
98,36,100,0,523,37,1
99,36,20,0,524,118,2
100,36,44,0,525,106,3
101,37,100,0,523,37,1
102,37,20,0,524,118,2
103,37,44,0,525,106,3
104,38,51,0,529,111,1
105,38,18,0,530,103,2
106,38,130,0,531,87,3
107,38,19,0,532,89,4
108,38,94,0,533,108,5
109,39,82,0,535,33,1
110,39,18,0,530,103,2
111,39,26,0,536,29,3
112,39,16,0,528,26,4
113,39,44,0,525,106,5
114,39,108,0,537,33,6
115,40,82,0,535,33,1
116,40,18,0,530,103,2
117,40,26,0,536,29,3
118,40,16,0,528,26,4
119,40,108,0,537,33,5
120,41,138,0,1180,6,1
121,41,108,0,1179,103,2
122,41,51,0,1182,14,3
123,41,14,0,1183,111,4
124,42,100,0,1184,13,1
125,42,108,0,1179,91,2
126,43,16,0,1186,115,1
127,44,130,0,1188,33,1
128,44,19,0,1188,33,2
129,44,124,0,1187,59,3
130,44,49,0,1185,6,4
131,44,17,0,1185,6,5
132,44,23,0,1185,6,6
133,44,140,0,1185,6,7
134,45,14,0,769,41,1
135,45,132,0,770,106,2
136,45,142,0,768,94,3
137,46,44,0,1096,91,1
138,46,14,0,1097,103,2
139,46,140,17,1095,42,3
140,46,26,0,1101,3,4
141,46,136,0,1093,26,5
142,46,89,0,1102,35,6
143,46,138,0,1103,87,7
144,46,82,0,1099,11,8
145,46,19,0,1100,70,9
146,46,24,0,1094,42,10
147,46,11,0,1092,103,11
148,47,44,0,1096,91,1
149,47,14,0,1097,103,2
150,47,140,17,1095,42,3
151,47,26,0,1101,3,4
152,47,136,0,1093,26,5
153,47,89,0,1102,35,6
154,47,138,0,1103,87,7
155,47,82,0,1099,11,8
156,47,19,0,1100,70,9
157,47,24,0,1094,42,10
158,47,11,0,1092,103,11
159,48,130,0,1382,33,1
160,49,18,0,780,111,1
161,49,82,0,779,33,2
162,49,19,0,777,14,3
163,49,138,0,785,94,4
164,49,142,0,782,92,5
165,49,107,0,781,94,6
166,49,136,0,783,66,7
167,49,137,0,784,60,8
168,49,23,0,778,70,9
169,49,49,0,787,33,10
170,50,12,0,1807,103,1
171,50,132,0,1808,30,2
172,50,100,0,503,106,3
173,50,130,0,494,116,4
174,50,25,0,498,36,5
175,50,108,0,1809,35,6
176,50,82,0,1806,45,7
177,50,14,0,1811,111,8
178,50,25,0,1812,3,9
179,50,16,0,1823,106,10
180,50,108,0,502,26,11
181,50,19,,1814,89,12
182,51,12,0,1807,103,1
183,51,132,0,1808,30,2
184,51,100,0,503,106,3
185,51,130,0,494,116,4
186,51,25,0,498,36,5
187,51,108,0,1809,35,6
188,51,82,0,1806,45,7
189,51,14,0,1811,111,8
190,51,25,0,1812,3,9
191,51,16,0,1823,106,10
192,51,108,0,502,26,11
193,51,19,,1814,89,12
194,52,11,0,496,81,1
195,52,20,18,492,111,2
196,52,16,0,1823,106,3
197,52,141,0,1815,87,4
198,52,100,0,503,106,5
199,52,25,0,1812,3,6
200,53,124,0,1821,103,1
201,53,108,0,1819,36,2
202,53,44,0,1820,36,3
203,53,12,0,1817,112,4
204,53,100,0,503,106,5
205,53,94,0,1822,91,6
206,53,16,0,1823,106,7
207,53,49,0,1824,42,8
208,54,108,0,1818,35,1
209,54,124,0,1821,103,2
210,54,94,0,1822,91,3
211,55,108,0,1818,35,1
212,55,94,0,1822,91,2
213,55,16,0,1823,106,3
214,55,18,20,1816,103,4
215,56,94,0,493,103,1
216,56,130,0,494,116,2
217,56,18,20,495,33,3
218,56,11,0,496,81,4
219,56,44,0,497,118,5
220,56,25,0,498,36,6
221,57,94,0,493,103,1
222,57,130,0,494,116,2
223,57,18,20,495,33,3
224,57,11,0,496,81,4
225,57,44,0,497,118,5
226,57,25,0,498,36,6
227,58,94,0,493,103,1
228,58,130,0,494,116,2
229,58,18,20,495,33,3
230,58,11,0,496,81,4
231,58,44,0,497,118,5
232,58,25,0,498,36,6
233,59,94,0,493,103,1
234,59,130,0,494,116,2
235,59,18,20,495,33,3
236,59,11,0,496,81,4
237,59,44,0,497,118,5
238,59,25,0,498,36,6
239,60,20,18,492,111,1
240,61,20,18,492,111,1
241,61,130,0,494,116,2
242,61,82,0,1828,48,3
243,61,44,0,497,118,4
244,61,108,0,502,26,5
245,61,100,0,503,106,6
246,61,25,0,501,3,7
247,61,124,0,504,111,8
248,61,19,0,505,11,9
249,61,14,0,506,70,10
250,61,16,0,507,106,11
251,62,20,18,492,111,1
252,62,130,0,494,116,2
253,62,82,0,1828,48,3
254,62,44,0,497,118,4
255,62,108,0,502,26,5
256,62,100,0,503,106,6
257,62,25,0,501,3,7
258,62,124,0,504,111,8
259,62,19,0,505,11,9
260,62,14,0,506,70,10
261,62,16,0,507,106,11
262,63,20,18,492,111,1
263,63,130,0,494,116,2
264,63,82,0,1828,48,3
265,63,44,0,497,118,4
266,63,108,0,502,26,5
267,63,100,0,503,106,6
268,63,25,0,501,3,7
269,63,124,0,504,111,8
270,63,19,0,505,11,9
271,63,14,0,506,70,10
272,63,16,0,507,106,11
273,64,20,18,492,111,1
274,64,130,0,494,116,2
275,64,82,0,1828,48,3
276,64,44,0,497,118,4
277,64,108,0,502,26,5
278,64,100,0,503,106,6
279,64,25,0,501,3,7
280,64,124,0,504,111,8
281,64,19,0,505,11,9
282,64,14,0,506,70,10
283,64,16,0,507,106,11
284,65,20,18,492,111,1
285,65,130,0,494,116,2
286,65,82,0,1828,48,3
287,65,44,0,497,118,4
288,65,108,0,502,26,5
289,65,100,0,503,106,6
290,65,25,0,501,3,7
291,65,124,0,504,111,8
292,65,19,0,505,11,9
293,65,14,0,506,70,10
294,65,16,0,507,106,11
295,66,26,0,453,3,1
296,66,100,0,454,35,2
297,66,108,0,455,35,3
298,66,130,0,456,106,4
299,66,142,0,457,104,5
300,66,124,0,459,111,6
301,66,11,0,460,103,7
302,66,23,0,468,42,8
303,66,25,0,458,35,9
304,66,18,0,461,103,10
305,67,26,0,453,3,1
306,67,100,0,454,35,2
307,67,108,0,455,35,3
308,67,130,0,456,106,4
309,67,142,0,457,104,5
310,67,124,0,459,111,6
311,67,11,0,460,103,7
312,67,23,0,468,42,8
313,67,25,0,458,35,9
314,67,18,0,461,103,10
315,68,94,0,463,48,1
316,68,124,0,459,111,2
317,68,11,0,460,103,3
318,68,23,0,468,42,4
319,68,19,0,464,87,5
320,69,20,0,466,103,1
321,69,89,0,467,94,2
322,69,124,0,459,111,3
323,69,132,0,462,45,4
324,69,11,0,460,103,5
325,69,23,0,468,42,6
326,69,140,0,469,42,7
327,69,19,0,464,87,8
328,69,44,0,470,106,9
329,69,12,0,471,87,10
330,69,82,0,472,87,11
331,69,14,,473,87,12
332,69,108,,455,35,13
333,70,20,0,466,103,1
334,70,89,0,467,94,2
335,70,124,0,459,111,3
336,70,132,0,462,45,4
337,70,11,0,460,103,5
338,70,23,0,468,42,6
339,70,140,0,469,42,7
340,70,19,0,464,87,8
341,70,44,0,470,106,9
342,70,12,0,471,87,10
343,70,82,0,472,87,11
344,70,14,,473,87,12
345,70,108,,455,35,13
346,71,20,0,466,103,1
347,71,89,0,467,94,2
348,71,124,0,459,111,3
349,71,132,0,462,45,4
350,71,11,0,460,103,5
351,71,23,0,468,42,6
352,71,140,0,469,42,7
353,71,19,0,464,87,8
354,71,44,0,470,106,9
355,71,12,0,471,87,10
356,71,82,0,472,87,11
357,71,14,,473,87,12
358,71,108,,455,35,13
359,72,20,0,466,103,1
360,72,89,0,467,94,2
361,72,124,0,459,111,3
362,72,132,0,462,45,4
363,72,11,0,460,103,5
364,72,23,0,468,42,6
365,72,140,0,469,42,7
366,72,19,0,464,87,8
367,72,44,0,470,106,9
368,72,12,0,471,87,10
369,72,82,0,472,87,11
370,72,14,,473,87,12
371,72,108,,455,35,13
372,73,44,0,477,90,1
373,73,100,0,475,4,2
374,73,26,0,478,20,3
375,73,25,0,474,33,4
376,74,44,0,477,90,1
377,74,100,0,475,4,2
378,74,26,0,478,20,3
379,74,25,0,474,33,4
380,75,44,0,477,90,1
381,75,100,0,475,4,2
382,75,26,0,478,20,3
383,75,25,0,474,33,4
384,76,82,0,480,14,1
385,76,16,0,479,13,2
386,76,25,0,474,33,3
387,76,14,0,481,94,4
388,76,49,0,482,103,5
389,76,124,0,459,111,6
390,76,44,0,477,90,7
391,77,82,0,480,14,1
392,77,16,0,479,13,2
393,77,25,0,474,33,3
394,77,14,0,481,94,4
395,77,49,0,482,103,5
396,77,124,0,459,111,6
397,77,44,0,477,90,7
398,78,16,0,369,45,1
399,78,20,0,367,54,2
400,78,94,0,365,90,3
401,78,24,0,364,80,4
402,78,17,0,366,42,5
403,78,141,0,2122,104,6
404,78,130,0,371,33,7
405,78,18,0,362,111,8
406,79,19,0,1359,87,1
407,79,100,0,1360,4,2
408,79,20,0,1361,33,3
409,80,140,17,1363,42,1
410,80,142,0,1364,90,2
411,80,25,0,1365,33,3
412,80,19,0,1359,87,4
413,81,94,0,1366,111,1
414,81,18,0,1367,111,2
415,81,130,0,1368,70,3
416,81,12,0,1369,35,4
417,81,108,0,1370,36,5
418,81,100,0,1360,4,6
419,81,82,0,1371,87,7
420,82,25,0,1365,33,1
421,82,11,0,1362,111,2
422,82,140,17,1363,42,3
423,82,51,0,1373,103,4
424,82,49,0,1374,42,5
425,83,11,0,1362,111,1
426,83,140,17,1363,42,2
427,83,132,0,1375,107,3
428,83,19,0,1359,87,4
429,84,16,0,1372,37,1
430,84,44,0,1377,118,2
431,84,132,0,1375,107,3
432,84,94,0,1378,111,4
433,84,11,0,1362,111,5
434,84,26,0,1379,3,6
435,84,140,17,1363,42,7
436,84,51,0,1373,103,8
437,84,49,0,1374,42,9
438,85,130,0,1368,70,1
439,85,12,0,1369,35,2
440,85,100,0,1360,4,3
441,85,24,89,1380,89,4
442,85,108,0,1381,33,5
443,85,18,0,1367,111,6
444,86,23,0,1802,42,1
445,86,100,0,1360,4,2
446,86,82,0,1906,70,3
447,86,44,0,1801,106,4
448,86,20,0,1361,33,5
449,86,12,0,1369,35,6
450,86,130,0,1368,70,7
451,86,14,0,1907,35,8
452,87,108,0,1381,33,1
453,88,26,0,1382,35,1
454,88,130,0,1368,70,2
455,88,12,0,1369,35,3
456,88,108,0,1381,35,4
457,88,18,0,1367,111,5
458,88,16,0,1909,106,6
459,89,20,0,1361,33,1
460,89,100,0,1360,4,2
461,89,19,0,1359,87,3
462,90,142,0,1364,90,1
463,90,140,17,1363,6,2
464,90,25,0,1365,33,3
465,90,19,0,1359,87,4
466,91,130,0,1368,71,1
467,91,12,0,1369,35,2
468,91,18,0,1367,111,3
469,91,108,0,1370,36,4
470,91,20,0,1361,33,5
471,91,82,0,1371,116,6
472,91,100,0,1360,4,7
473,92,140,17,1363,42,1
474,92,11,0,1362,111,2
475,92,25,0,1365,33,3
476,92,51,0,1373,103,4
477,92,16,0,1372,37,5
478,93,140,17,1363,6,1
479,93,19,0,1359,87,2
480,93,25,0,1365,33,3
481,93,132,0,1375,107,4
482,94,142,0,1378,90,1
483,94,44,0,1377,118,2
484,94,16,0,1372,37,3
485,94,132,0,1375,107,4
486,94,11,0,1362,111,5
487,94,140,17,1363,6,6
488,94,26,0,1379,3,7
489,94,51,0,1373,103,8
490,94,49,0,1374,6,9
491,95,130,0,1368,70,1
492,95,12,0,1369,35,2
493,95,100,0,1360,4,3
494,95,18,0,1367,111,4
495,95,24,0,1380,89,5
496,95,20,0,1361,33,6
497,96,44,0,1801,35,1
498,96,100,0,1360,70,2
499,96,82,0,1906,4,3
500,96,124,0,1803,103,4
501,96,20,0,1361,33,5
502,96,12,0,1369,35,6
503,96,130,0,1368,70,7
504,96,14,0,1907,33,8
505,97,108,0,1382,33,1
506,98,18,0,1367,111,1
507,98,20,0,1361,33,2
508,98,108,0,1382,35,3
509,98,130,0,1368,70,4
510,98,12,0,1369,35,5
511,99,19,82,1481,80,1
512,99,108,18,1482,86,2
513,99,100,100,1483,70,3
514,99,142,132,1484,94,4
515,100,12,51,1486,111,1
516,100,82,14,1486,111,2
517,100,44,20,1344,33,3
518,100,26,94,1485,94,4
519,100,100,100,1483,70,5
520,100,11,130,1487,14,6
521,101,108,18,1482,111,1
522,102,20,44,1352,35,1
523,102,18,11,1609,111,2
524,102,124,25,1610,14,3
525,103,130,0,1493,35,1
526,103,11,0,1494,118,2
527,103,12,0,1496,111,3
528,103,49,0,1495,111,4
529,103,23,0,1345,118,5
530,103,24,0,1497,116,6
531,104,11,0,1494,118,1
532,104,140,0,1516,11,2
533,104,100,0,1492,106,3
534,104,16,0,1488,30,4
535,104,44,0,1517,60,5
536,104,26,0,1518,13,6
537,104,12,0,1496,111,7
538,104,20,0,1519,103,8
539,104,14,0,1520,103,9
540,105,11,0,1494,118,1
541,105,140,0,1516,11,2
542,105,100,0,1492,106,3
543,105,16,0,1488,30,4
544,105,44,0,1517,60,5
545,105,26,0,1518,13,6
546,105,12,0,1496,111,7
547,105,20,0,1519,103,8
548,105,14,0,1520,103,9
549,106,11,0,1494,118,1
550,106,140,0,1516,11,2
551,106,100,0,1492,106,3
552,106,16,0,1488,30,4
553,106,44,0,1517,60,5
554,106,26,0,1518,13,6
555,106,12,0,1496,111,7
556,106,20,0,1519,103,8
557,106,14,0,1520,103,9
558,107,11,0,1494,118,1
559,107,140,0,1516,11,2
560,107,100,0,1492,106,3
561,107,16,0,1488,30,4
562,107,44,0,1517,60,5
563,107,26,0,1518,13,6
564,107,12,0,1496,111,7
565,107,20,0,1519,103,8
566,107,14,0,1520,103,9
567,108,17,0,1524,80,1
568,108,82,0,1504,103,2
569,108,20,0,1519,103,3
570,108,138,0,1525,6,4
571,108,89,0,1526,94,5
572,108,18,0,1503,35,6
573,108,19,0,1490,29,7
574,108,100,0,1492,106,8
575,108,141,0,1501,103,9
576,109,17,0,1524,80,1
577,109,82,0,1504,103,2
578,109,20,0,1519,103,3
579,109,138,0,1525,6,4
580,109,89,0,1526,94,5
581,109,18,0,1503,35,6
582,109,19,0,1490,29,7
583,109,100,0,1492,106,8
584,109,141,0,1501,103,9
585,110,130,0,122,80,1
586,110,11,0,118,111,2
587,110,82,0,123,87,3
588,111,82,0,1481,80,1
589,111,108,0,1482,86,2
590,111,16,0,1483,70,3
591,111,24,0,1484,94,4
592,112,12,0,1486,111,1
593,112,14,0,1486,111,2
594,112,44,0,1344,33,3
595,112,19,0,1485,94,4
596,112,16,0,1483,70,5
597,112,100,0,1487,14,6
598,113,44,0,1344,33,1
599,114,94,0,1194,103,1
600,114,100,0,1191,70,2
601,114,19,0,1192,94,3
602,114,14,0,1195,42,4
603,114,142,0,1193,90,5
604,114,16,0,1197,35,6
605,115,12,0,606,87,1
606,115,51,0,1929,87,2
607,115,141,0,607,94,3
608,115,19,0,608,94,4
609,115,136,0,609,119,5
610,115,26,0,610,108,6
611,115,44,0,611,33,7
612,115,18,0,612,111,8
613,116,20,0,613,111,1
614,116,44,0,611,33,2
615,116,18,0,612,111,3
616,116,136,0,609,119,4
617,117,44,0,611,33,1
618,117,20,0,613,111,2
619,118,44,0,611,33,1
620,118,140,0,1390,77,2
621,118,49,0,1390,77,3
622,119,11,0,615,14,1
623,119,25,0,1930,106,2
624,119,140,0,1390,77,3
625,119,49,0,1390,77,4
626,119,17,0,1390,77,5
627,119,23,0,1390,77,6
628,120,100,0,30,33,1
629,120,26,0,37,26,2
630,120,142,0,38,90,3
631,120,12,0,32,111,4
632,120,24,0,35,42,5
633,120,51,0,39,87,6
634,120,82,0,40,87,7
635,120,14,0,36,87,8
636,122,44,0,760,35,1
637,122,18,0,758,111,2
638,122,82,0,759,14,3
639,122,136,0,761,94,4
640,122,141,0,762,77,5
641,122,89,0,762,77,6
642,123,20,0,763,103,1
643,123,25,0,764,48,2
644,124,20,0,763,103,1
645,124,25,0,764,48,2
646,124,132,0,766,45,3
647,124,44,0,760,35,4
648,124,16,0,757,80,5
649,124,18,0,758,111,6
650,124,138,0,2001,77,7
651,125,44,0,760,35,1
652,126,82,0,201,116,1
653,126,25,0,202,35,2
654,126,51,0,203,33,3
655,126,100,0,204,30,4
656,126,25,0,205,4,5
657,126,44,0,206,33,6
658,126,100,0,207,71,7
659,126,108,0,208,35,8
660,127,82,0,201,116,1
661,127,25,0,202,35,2
662,127,51,0,203,33,3
663,127,100,0,204,30,4
664,127,25,0,205,4,5
665,127,44,0,206,33,6
666,127,100,0,207,71,7
667,127,108,0,208,35,8
668,128,11,0,210,111,1
669,128,132,0,211,66,2
670,128,20,0,212,103,3
671,128,24,0,213,42,4
672,128,108,0,208,35,5
673,128,25,0,202,35,6
674,128,100,0,207,71,7
675,128,82,0,201,116,8
676,128,14,0,214,11,9
677,128,140,0,215,126,10
678,128,23,0,216,89,11
679,129,51,0,217,87,1
680,129,12,0,218,118,2
681,129,26,0,219,29,3
682,129,44,0,220,106,4
683,129,94,0,221,92,5
684,129,130,0,222,87,6
685,129,18,0,209,103,7
686,129,132,0,211,66,8
687,129,24,0,213,42,9
688,129,16,0,223,3,10
689,129,89,0,224,94,11
690,130,51,0,217,87,1
691,130,12,0,218,118,2
692,130,26,0,219,29,3
693,130,44,0,220,106,4
694,130,94,0,221,92,5
695,130,130,0,222,87,6
696,130,18,0,209,103,7
697,130,132,0,211,66,8
698,130,24,0,213,42,9
699,130,16,0,223,3,10
700,130,89,0,224,94,11
701,131,51,0,217,87,1
702,131,12,0,218,118,2
703,131,26,0,219,29,3
704,131,44,0,220,106,4
705,131,94,0,221,92,5
706,131,130,0,222,87,6
707,131,18,0,209,103,7
708,131,132,0,211,66,8
709,131,24,0,213,42,9
710,131,16,0,223,3,10
711,131,89,0,224,94,11
712,132,12,0,225,35,1
713,132,82,0,226,70,2
714,132,25,0,205,4,3
715,133,17,0,229,14,1
716,133,108,0,208,35,2
717,133,14,0,227,41,3
718,133,11,0,230,108,4
719,133,100,0,231,115,5
720,133,25,0,205,4,6
721,133,44,0,206,33,7
722,134,17,0,229,14,1
723,134,108,0,208,35,2
724,134,14,0,227,41,3
725,134,11,0,230,108,4
726,134,100,0,231,115,5
727,134,25,0,205,4,6
728,134,44,0,206,33,7
729,135,49,0,811,94,1
730,135,18,0,812,111,2
731,135,20,0,813,127,3
732,135,26,0,814,45,4
733,135,16,0,815,128,5
734,135,51,0,2123,14,6
735,135,138,0,817,80,7
736,135,132,0,818,66,8
737,135,19,0,819,70,9
738,135,94,0,820,92,10
739,135,130,0,1992,36,11
740,135,140,,822,87,12
741,135,17,,822,87,13
742,136,49,0,811,94,1
743,136,18,0,812,111,2
744,136,20,0,813,33,3
745,136,26,0,814,45,4
746,136,16,0,815,48,5
747,136,51,0,2123,14,6
748,136,138,0,817,80,7
749,136,132,0,818,66,8
750,136,19,0,819,70,9
751,136,94,0,820,92,10
752,136,130,0,1992,36,11
753,136,140,,822,87,12
754,136,17,,822,87,13
755,137,49,0,811,94,1
756,137,18,0,812,111,2
757,137,20,0,813,33,3
758,137,26,0,814,45,4
759,137,16,0,815,48,5
760,137,51,0,2123,14,6
761,137,138,0,817,80,7
762,137,132,0,818,66,8
763,137,19,0,819,70,9
764,137,94,0,820,92,10
765,137,130,0,1992,36,11
766,137,140,,822,87,12
767,137,17,,822,87,13
768,138,100,0,733,35,1
769,138,130,0,734,87,2
770,138,26,0,735,37,3
771,138,19,0,736,87,4
772,138,12,0,737,111,5
773,138,17,0,738,111,6
774,138,23,0,739,111,7
775,138,44,0,740,13,8
776,138,20,0,741,118,9
777,138,140,0,742,42,10
778,138,14,0,743,111,11
779,138,49,,744,14,12
780,138,138,,745,17,13
781,138,89,,746,17,14
782,138,108,,747,106,15
783,138,11,,748,103,16
784,138,18,,749,90,17
785,138,82,,750,35,18
786,138,51,,751,103,19
787,138,100,,752,71,20
788,138,141,,753,94,21
789,138,132,,754,36,22
790,138,24,,755,73,23
791,138,136,,756,94,24
792,139,140,0,742,42,1
793,139,14,0,743,111,2
794,139,49,0,744,14,3
795,139,138,0,745,17,4
796,139,89,0,746,17,5
797,139,20,0,741,118,6
798,139,11,0,748,103,7
799,139,18,0,749,90,8
800,139,142,0,740,50,9
801,139,100,0,733,35,10
802,139,82,0,750,35,11
803,139,51,,751,103,12
804,140,100,0,733,35,1
805,140,130,0,734,87,2
806,140,26,0,735,37,3
807,140,19,0,736,87,4
808,140,12,0,737,111,5
809,140,17,0,738,111,6
810,140,23,0,739,111,7
811,140,44,0,740,13,8
812,140,20,0,741,118,9
813,140,140,0,742,42,10
814,140,14,0,743,111,11
815,140,49,,744,14,12
816,140,138,,745,17,13
817,140,89,,746,17,14
818,140,136,,756,94,15
819,140,11,,748,103,16
820,140,18,,749,90,17
821,140,82,,750,35,18
822,140,51,,751,103,19
823,140,100,,752,71,20
824,140,141,,753,94,21
825,140,132,,754,36,22
826,140,24,,755,73,23
827,141,108,0,747,98,1
828,141,100,0,752,71,2
829,141,132,0,754,36,3
830,141,24,0,755,73,4
831,141,136,0,756,94,5
832,141,26,0,735,37,6
833,141,19,0,736,87,7
834,142,100,0,385,115,1
835,142,11,0,1871,111,2
836,142,44,0,387,90,3
837,142,18,0,388,111,4
838,143,100,0,385,115,1
839,143,11,0,1871,111,2
840,143,44,0,387,90,3
841,143,18,0,388,111,4
842,144,100,0,385,115,1
843,144,11,0,1871,111,2
844,144,44,0,387,90,3
845,144,18,0,388,111,4
846,145,100,0,385,115,1
847,145,11,0,1871,111,2
848,145,44,0,387,90,3
849,145,18,0,388,111,4
850,146,20,0,1301,118,1
851,146,44,0,1393,48,2
852,146,82,0,1395,89,3
853,146,19,0,1400,87,4
854,146,100,0,1399,37,5
855,146,18,0,1396,111,6
856,146,130,0,1397,111,7
857,146,14,0,1398,94,8
858,146,12,0,1401,87,9
859,147,24,0,1409,9,1
860,147,25,0,1402,60,2
861,147,44,0,1393,48,3
862,147,20,0,1301,118,4
863,147,18,0,1396,111,5
864,147,51,0,1405,14,6
865,147,142,0,1404,90,7
866,147,140,0,1408,9,8
867,147,49,0,1408,9,9
868,147,12,0,1406,103,10
869,147,19,0,1407,9,11
870,148,20,0,1301,118,1
871,148,44,0,1393,48,2
872,148,82,0,1395,89,3
873,148,100,0,1399,37,4
874,148,19,0,1400,87,5
875,148,18,0,1396,111,6
876,148,130,0,1397,111,7
877,148,14,0,1398,94,8
878,148,12,0,1401,87,9
879,148,108,0,1403,111,10
880,148,25,0,1402,60,11
881,148,24,,1409,9,12
882,148,51,,1405,14,13
883,148,142,,1404,90,14
884,148,12,,1406,103,15
885,148,140,,1408,9,16
886,148,49,,1408,9,17
887,148,19,,1407,9,18
888,148,11,,1415,103,19
889,148,138,,1410,9,20
890,148,89,,1411,9,21
891,148,14,,1413,111,22
892,148,51,,1414,94,23
893,148,136,,1412,17,24
894,149,89,0,1411,9,1
895,149,136,0,1412,17,2
896,149,100,0,1399,37,3
897,149,44,0,1393,48,4
898,149,14,0,1413,111,5
899,149,20,0,1301,118,6
900,149,18,0,1396,111,7
901,149,51,0,1414,94,8
902,149,26,0,1394,70,9
903,149,14,0,1398,94,10
904,149,12,0,1406,103,11
905,149,19,,1400,87,12
906,150,18,0,583,111,1
907,150,82,0,584,14,2
908,150,14,0,585,111,3
909,150,51,0,587,111,4
910,150,26,0,586,37,5
911,151,26,0,586,37,1
912,151,19,0,603,35,2
913,151,20,0,582,118,3
914,151,11,0,1798,103,4
915,151,130,0,1799,45,5
916,151,44,0,601,26,6
917,151,132,0,602,30,7
918,152,108,0,600,103,1
919,152,132,0,602,30,2
920,152,19,0,603,35,3
921,152,82,0,604,11,4
922,153,82,0,584,14,1
923,153,14,0,585,111,2
924,153,44,0,582,118,3
925,153,20,0,601,26,4
926,153,108,0,600,103,5
927,154,108,0,913,90,1
928,154,11,0,914,108,2
929,154,130,0,915,48,3
930,154,141,0,916,77,4
931,154,138,0,916,77,5
932,154,24,0,916,77,6
933,155,44,0,912,66,1
934,155,100,0,919,4,2
935,155,11,0,920,103,3
936,155,26,0,922,35,4
937,155,12,0,917,103,5
938,155,14,0,923,11,6
939,155,17,0,921,42,7
940,155,23,0,918,42,8
941,156,12,0,1611,50,1
942,156,142,0,1612,90,2
943,156,51,0,1613,13,3
944,156,16,0,1614,113,4
945,156,20,0,1353,111,5
946,157,132,0,113,36,1
947,157,100,0,114,116,2
948,157,19,0,115,33,3
949,157,89,0,116,94,4
950,157,140,0,116,94,5
951,157,49,0,116,94,6
952,157,71,0,116,94,7
953,158,108,0,247,111,1
954,158,20,0,248,33,2
955,158,132,0,249,90,3
956,158,82,0,2124,33,4
957,158,12,0,2125,35,5
958,158,51,0,246,29,6
959,158,25,0,238,103,7
960,158,24,0,237,42,8
961,158,14,0,2126,31,9
962,158,18,0,232,118,10
963,158,19,0,244,126,11
964,158,141,,242,50,12
965,158,130,,240,11,13
966,158,11,,233,111,14
967,158,26,,234,37,15
968,158,51,,239,90,16
969,158,44,,241,26,17
970,158,100,,243,35,18
971,159,108,0,247,111,1
