play_id,image_id
26,8648
26,8649
26,8650
26,8651
26,8652
26,8653
26,8654
26,8655
26,8656
26,8657
26,8658
26,8659
26,8660
26,8661
26,8662
26,8663
26,8664
26,8665
26,8666
26,8667
26,8668
26,8669
26,8670
26,8671
26,8672
26,8673
26,8674
26,8675
26,8676
26,8677
26,8678
26,8679
26,8680
26,8681
26,8682
26,8683
26,8684
26,8685
26,8686
26,8687
26,8688
26,8689
26,8690
26,8691
26,8692
26,8693
26,8694
26,8695
26,8696
26,8697
26,8698
26,8699
26,8700
26,8701
26,8702
26,8703
26,8704
26,8705
26,8706
26,8707
26,8708
26,8709
26,8710
26,8711
26,8712
26,8713
26,8714
26,8715
26,8716
26,8717
26,8718
26,8719
26,8720
26,8721
26,8722
26,8723
26,8724
26,8725
26,8726
26,8727
26,8728
26,8729
26,8730
26,8731
26,8732
26,8733
26,8734
26,8735
26,8736
26,8737
26,8738
26,8739
26,8740
26,8741
26,8742
26,8743
26,8744
26,8745
26,8746
26,8747
26,8748
26,8749
26,8750
26,8751
26,8752
26,8753
26,8754
26,8755
26,8756
26,8757
26,8758
26,8759
26,8760
26,8761
26,8762
26,8763
26,8764
26,8765
26,8766
26,8767
26,8768
54,8769
54,8770
54,8771
54,8772
54,8773
54,8774
54,8775
54,8776
54,8777
54,8778
54,8779
54,8780
54,8781
54,8782
54,8783
54,8784
54,8785
54,8786
54,8787
54,8788
54,8789
54,8790
54,8791
54,8792
54,8793
54,8794
54,8795
54,8796
54,8797
54,8798
54,8799
54,8800
54,8801
54,8802
54,8803
54,8804
54,8805
54,8806
54,8807
54,8808
54,8809
54,8810
54,8811
54,8812
54,8813
54,8814
54,8815
54,8816
54,8817
54,8818
54,8819
54,8820
4,8821
4,8822
4,8823
4,8824
4,8825
4,8826
4,8827
4,8828
4,8829
4,8830
4,8831
4,8832
4,8833
4,8834
4,8835
4,8836
4,8837
4,8838
4,8839
4,8840
4,8841
4,8842
4,8843
4,8844
4,8845
4,8846
4,8847
4,8848
4,8849
4,8850
4,8851
4,8852
4,8853
4,8854
4,8855
4,8856
4,8857
4,8858
4,8859
4,8860
4,8861
4,8862
4,8863
4,8864
4,8865
4,8866
4,8867
4,8868
4,8869
4,8870
4,8871
4,8872
4,8873
4,8874
4,8875
4,8876
4,8877
4,8878
4,8879
4,8880
4,8881
4,8882
4,8883
4,8884
4,8885
4,8886
4,8887
4,8888
4,8889
4,8890
4,8891
4,8892
4,8893
4,8894
4,8895
4,8896
4,8897
4,8898
4,8899
4,8900
4,8901
4,8902
4,8903
4,8904
4,8905
4,8906
4,8907
4,8908
4,8909
4,8910
4,8911
4,8912
4,8913
4,8914
4,8915
4,8916
4,8917
4,8918
4,8919
4,8920
4,8921
4,8922
4,8923
4,8924
4,8925
4,8926
4,8927
4,8928
4,8929
4,8930
4,8931
4,8932
4,8933
4,8934
4,8935
4,8936
4,8937
4,8938
4,8939
4,8940
4,8941
4,8942
4,8943
4,8944
4,8945
4,8946
4,8947
4,8948
4,8949
4,8950
4,8951
4,8952
4,8953
4,8954
4,8955
4,8956
4,8957
4,8958
4,8959
4,8960
4,8961
4,8962
4,8963
4,8964
4,8965
72,8966
72,8967
72,8968
72,8969
72,8970
72,8971
72,8972
72,8973
72,8974
72,8975
72,8976
72,8977
72,8978
72,8979
72,8980
72,8981
72,8982
72,8983
72,8984
72,8985
72,8986
72,8987
72,8988
72,8989
72,8990
72,8991
72,8992
72,8993
72,8994
72,8995
72,8996
72,8997
72,8998
72,8999
72,9000
72,9001
72,9002
72,9003
72,9004
72,9005
72,9006
72,9007
72,9008
72,9009
72,9010
72,9011
72,9012
72,9013
72,9014
72,9015
72,9016
72,9017
72,9018
72,9019
72,9020
72,9021
72,9022
72,9023
72,9024
72,9025
72,9026
72,9027
72,9028
72,9029
72,9030
72,9031
72,9032
72,9033
72,9034
72,9035
72,9036
72,9037
72,9038
72,9039
72,9040
72,9041
72,9042
72,9043
72,9044
72,9045
72,9046
72,9047
72,9048
72,9049
72,9050
75,9051
75,9052
72,9053
178,9054
178,9055
178,9056
62,9057
62,9058
62,9059
62,9060
62,9061
62,9062
62,9063
62,9064
62,9065
62,9066
62,9067
62,9068
62,9069
62,9070
62,9071
62,9072
62,9073
62,9074
62,9075
62,9076
62,9077
62,9078
62,9079
62,9080
62,9081
62,9082
62,9083
62,9084
62,9085
62,9086
62,9087
62,9088
62,9089
62,9090
62,9091
62,9092
62,9093
62,9094
62,9095
62,9096
62,9097
62,9098
62,9099
62,9100
62,9101
62,9102
62,9103
62,9104
62,9105
62,9106
62,9107
62,9108
62,9109
62,9110
62,9111
62,9112
62,9113
62,9114
62,9115
62,9116
62,9117
62,9118
62,9119
62,9120
62,9121
62,9122
62,9123
62,9124
62,9125
62,9126
62,9127
62,9128
62,9129
62,9130
62,9131
62,9132
62,9133
62,9134
62,9135
62,9136
62,9137
62,9138
62,9139
62,9140
62,9141
62,9142
62,9143
62,9144
62,9145
62,9146
62,9147
62,9148
62,9149
62,9150
62,9151
62,9152
62,9153
62,9154
62,9155
62,9156
62,9157
62,9158
62,9159
62,9160
62,9161
62,9162
62,9163
62,9164
62,9165
62,9166
62,9167
62,9168
62,9169
62,9170
62,9171
62,9172
62,9173
62,9174
62,9175
62,9176
62,9177
62,9178
62,9179
62,9180
62,9181
62,9182
62,9183
62,9184
62,9185
62,9186
62,9187
62,9188
62,9189
62,9190
62,9191
62,9192
62,9193
62,9194
62,9195
62,9196
62,9197
135,9198
135,9199
135,9200
135,9201
135,9202
135,9203
135,9204
135,9205
135,9206
135,9207
135,9208
135,9209
135,9210
135,9211
135,9212
135,9213
135,9214
135,9215
135,9216
135,9217
135,9218
135,9219
135,9220
135,9221
135,9222
135,9223
135,9224
135,9225
135,9226
135,9227
135,9228
135,9229
135,9230
135,9231
135,9232
135,9233
135,9234
135,9235
135,9236
135,9237
135,9238
135,9239
135,9240
135,9241
135,9242
135,9243
135,9244
135,9245
135,9246
135,9247
135,9248
135,9249
135,9250
135,9251
135,9252
135,9253
135,9254
135,9255
135,9256
135,9257
135,9258
135,9259
135,9260
135,9261
135,9262
135,9263
135,9264
135,9265
135,9266
135,9267
135,9268
135,9269
135,9270
135,9271
135,9272
135,9273
135,9274
135,9275
135,9276
135,9277
135,9278
135,9279
135,9280
135,9281
135,9282
135,9283
135,9284
135,9285
135,9286
135,9287
135,9288
135,9289
135,9290
135,9291
135,9292
135,9293
135,9294
135,9295
135,9296
135,9297
135,9298
135,9299
135,9300
135,9301
135,9302
135,9303
135,9304
135,9305
135,9306
135,9307
135,9308
135,9309
135,9310
135,9311
135,9312
135,9313
135,9314
135,9315
135,9316
135,9317
135,9318
135,9319
135,9320
135,9321
135,9322
135,9323
135,9324
135,9325
135,9326
135,9327
135,9328
135,9329
135,9330
135,9331
135,9332
135,9333
135,9334
135,9335
135,9336
135,9337
135,9338
135,9339
135,9340
135,9341
135,9342
135,9343
135,9344
135,9345
135,9346
135,9347
135,9348
36,9349
36,9350
36,9351
36,9352
36,9353
36,9354
36,9355
36,9356
36,9357
36,9358
36,9359
36,9360
36,9361
36,9362
36,9363
36,9364
36,9365
36,9366
36,9367
36,9368
36,9369
36,9370
36,9371
36,9372
36,9373
36,9374
36,9375
36,9376
36,9377
36,9378
36,9379
36,9380
36,9381
36,9382
36,9383
36,9384
36,9385
36,9386
36,9387
36,9388
36,9389
36,9390
36,9391
36,9392
36,9393
36,9394
36,9395
36,9396
36,9397
36,9398
36,9399
36,9400
36,9401
36,9402
36,9403
36,9404
36,9405
36,9406
36,9407
36,9408
36,9409
36,9410
36,9411
36,9412
36,9413
32,9414
32,9415
32,9416
32,9417
32,9418
32,9419
32,9420
32,9421
32,9422
32,9423
32,9424
32,9425
32,9426
32,9427
32,9428
32,9429
32,9430
32,9431
32,9432
32,9433
32,9434
32,9435
32,9436
32,9437
32,9438
32,9439
32,9440
32,9441
32,9442
32,9443
32,9444
32,9445
32,9446
32,9447
32,9448
32,9449
32,9450
32,9451
32,9452
32,9453
32,9454
32,9455
32,9456
32,9457
32,9458
32,9459
32,9460
32,9461
32,9462
32,9463
32,9464
32,9465
32,9466
32,9467
32,9468
32,9469
32,9470
32,9471
32,9472
32,9473
32,9474
32,9475
32,9476
32,9477
32,9478
32,9479
32,9480
32,9481
32,9482
32,9483
32,9484
32,9485
32,9486
32,9487
32,9488
32,9489
32,9490
32,9491
7,9492
7,9493
7,9494
7,9495
7,9496
7,9497
7,9498
7,9499
7,9500
7,9501
7,9502
7,9503
7,9504
7,9505
7,9506
7,9507
7,9508
7,9509
7,9510
7,9511
7,9512
7,9513
7,9514
7,9515
7,9516
7,9517
7,9518
7,9519
7,9520
7,9521
7,9522
7,9523
7,9524
7,9525
7,9526
7,9527
7,9528
7,9529
7,9530
7,9531
7,9532
7,9533
7,9534
7,9535
7,9536
7,9537
7,9538
7,9539
7,9540
7,9541
7,9542
7,9543
7,9544
7,9545
7,9546
7,9547
7,9548
7,9549
7,9550
7,9551
7,9552
7,9553
7,9554
100,9555
100,9556
100,9557
100,9558
100,9559
100,9560
100,9561
100,9562
100,9563
100,9564
100,9565
100,9566
100,9567
100,9568
100,9569
100,9570
100,9571
100,9572
100,9573
100,9574
100,9575
100,9576
100,9577
100,9578
100,9579
100,9580
100,9581
100,9582
100,9583
100,9584
100,9585
100,9586
100,9587
100,9588
100,9589
100,9590
100,9591
100,9592
100,9593
100,9594
100,9595
100,9596
100,9597
100,9598
100,9599
100,9600
100,9601
100,9602
100,9603
100,9604
100,9605
100,9606
100,9607
100,9608
167,9609
167,9610
167,9611
167,9612
167,9613
167,9614
167,9615
83,9616
83,9617
83,9618
83,9619
83,9620
83,9621
83,9622
83,9623
83,9624
83,9625
83,9626
83,9627
83,9628
83,9629
83,9630
83,9631
83,9632
83,9633
83,9634
83,9635
83,9636
83,9637
83,9638
83,9639
83,9640
83,9641
83,9642
83,9643
83,9644
83,9645
83,9646
83,9647
83,9648
83,9649
83,9650
83,9651
83,9652
83,9653
83,9654
83,9655
83,9656
83,9657
83,9658
83,9659
83,9660
83,9661
83,9662
83,9663
83,9664
83,9665
83,9666
83,9667
83,9668
83,9669
83,9670
83,9671
83,9672
83,9673
25,9674
25,9675
25,9676
25,9677
25,9678
25,9679
25,9680
25,9681
25,9682
25,9683
25,9684
25,9685
25,9686
25,9687
25,9688
25,9689
25,9690
25,9691
25,9692
25,9693
25,9694
25,9695
25,9696
25,9697
25,9698
25,9699
25,9700
25,9701
25,9702
25,9703
25,9704
25,9705
25,9706
25,9707
25,9708
25,9709
25,9710
25,9711
25,9712
25,9713
25,9714
25,9715
25,9716
25,9717
25,9718
25,9719
25,9720
25,9721
25,9722
25,9723
25,9724
25,9725
25,9726
25,9727
25,9728
25,9729
25,9730
25,9731
25,9732
25,9733
25,9734
25,9735
25,9736
25,9737
25,9738
25,9739
25,9740
25,9741
25,9742
25,9743
25,9744
25,9745
25,9746
25,9747
25,9748
25,9749
25,9750
25,9751
25,9752
71,9753
71,9754
71,9755
71,9756
71,9757
71,9758
71,9759
71,9760
71,9761
71,9762
71,9763
71,9764
71,9765
71,9766
73,9767
73,9768
73,9769
73,9770
73,9771
73,9772
73,9773
73,9774
73,9775
73,9776
79,9777
79,9778
79,9779
79,9780
79,9781
79,9782
79,9783
79,9784
79,9785
79,9786
79,9787
79,9788
79,9789
79,9790
79,9791
79,9792
79,9793
79,9794
79,9795
79,9796
79,9797
79,9798
79,9799
79,9800
79,9801
79,9802
79,9803
79,9804
79,9805
79,9806
79,9807
79,9808
79,9809
79,9810
79,9811
79,9812
79,9813
79,9814
79,9815
79,9816
79,9817
79,9818
79,9819
79,9820
79,9821
79,9822
79,9823
79,9824
79,9825
79,9826
79,9827
79,9828
79,9829
79,9830
79,9831
79,9832
79,9833
79,9834
79,9835
79,9836
79,9837
79,9838
79,9839
79,9840
79,9841
79,9842
79,9843
79,9844
79,9845
79,9846
79,9847
79,9848
79,9849
79,9850
79,9851
79,9852
79,9853
79,9854
79,9855
79,9856
79,9857
79,9858
79,9859
79,9860
79,9861
79,9862
79,9863
79,9864
79,9865
79,9866
79,9867
79,9868
79,9869
79,9870
79,9871
79,9872
79,9873
79,9874
79,9875
79,9876
79,9877
79,9878
79,9879
79,9880
79,9881
79,9882
79,9883
79,9884
79,9885
79,9886
79,9887
79,9888
79,9889
79,9890
79,9891
79,9892
79,9893
79,9894
79,9895
79,9896
79,9897
79,9898
79,9899
79,9900
79,9901
79,9902
79,9903
79,9904
79,9905
79,9906
79,9907
79,9908
79,9909
79,9910
79,9911
79,9912
79,9913
79,9914
79,9915
79,9916
79,9917
79,9918
79,9919
79,9920
79,9921
79,9922
79,9923
79,9924
79,9925
79,9926
79,9927
79,9928
79,9929
79,9930
79,9931
79,9932
79,9933
79,9934
79,9935
79,9936
79,9937
79,9938
79,9939
79,9940
79,9941
79,9942
79,9943
79,9944
79,9945
79,9946
79,9947
79,9948
79,9949
79,9950
79,9951
79,9952
79,9953
40,9954
40,9955
40,9956
40,9957
40,9958
40,9959
40,9960
40,9961
40,9962
40,9963
40,9964
40,9965
40,9966
40,9967
40,9968
40,9969
40,9970
40,9971
40,9972
40,9973
40,9974
40,9975
40,9976
40,9977
40,9978
40,9979
40,9980
40,9981
40,9982
40,9983
40,9984
40,9985
40,9986
40,9987
40,9988
40,9989
40,9990
40,9991
40,9992
40,9993
40,9994
40,9995
40,9996
40,9997
40,9998
40,9999
40,10000
40,10001
40,10002
40,10003
40,10004
40,10005
40,10006
40,10007
40,10008
40,10009
40,10010
40,10011
40,10012
40,10013
40,10014
40,10015
40,10016
40,10017
40,10018
40,10019
40,10020
40,10021
40,10022
40,10023
40,10024
40,10025
40,10026
40,10027
40,10028
40,10029
40,10030
40,10031
40,10032
40,10033
40,10034
40,10035
40,10036
40,10037
40,10038
40,10039
40,10040
40,10041
40,10042
40,10043
40,10044
40,10045
40,10046
40,10047
40,10048
40,10049
40,10050
40,10051
40,10052
40,10053
40,10054
40,10055
40,10056
40,10057
40,10058
40,10059
40,10060
40,10061
40,10062
40,10063
40,10064
40,10065
40,10066
40,10067
40,10068
40,10069
40,10070
40,10071
40,10072
40,10073
40,10074
40,10075
40,10076
40,10077
40,10078
40,10079
40,10080
40,10081
40,10082
40,10083
40,10084
40,10085
40,10086
40,10087
40,10088
40,10089
40,10090
40,10091
40,10092
40,10093
40,10094
40,10095
40,10096
40,10097
40,10098
40,10099
40,10100
40,10101
40,10102
40,10103
40,10104
40,10105
40,10106
40,10107
40,10108
40,10109
40,10110
40,10111
40,10112
40,10113
40,10114
40,10115
40,10116
40,10117
40,10118
40,10119
40,10120
40,10121
40,10122
40,10123
40,10124
40,10125
40,10126
40,10127
40,10128
40,10129
40,10130
40,10131
40,10132
40,10133
40,10134
40,10135
40,10136
40,10137
40,10138
40,10139
40,10140
40,10141
40,10142
40,10143
85,10144
85,10145
85,10146
85,10147
85,10148
85,10149
85,10150
85,10151
85,10152
85,10153
85,10154
85,10155
85,10156
85,10157
85,10158
85,10159
85,10160
85,10161
85,10162
85,10163
85,10164
85,10165
85,10166
85,10167
85,10168
85,10169
85,10170
38,10171
38,10172
38,10173
38,10174
38,10175
38,10176
38,10177
38,10178
38,10179
38,10180
38,10181
38,10182
38,10183
38,10184
38,10185
38,10186
38,10187
38,10188
38,10189
38,10190
38,10191
38,10192
38,10193
38,10194
38,10195
38,10196
38,10197
38,10198
38,10199
38,10200
38,10201
38,10202
38,10203
38,10204
38,10205
38,10206
38,10207
38,10208
38,10209
38,10210
137,10211
137,10212
137,10213
137,10214
137,10215
137,10216
137,10217
137,10218
137,10219
137,10220
137,10221
137,10222
137,10223
137,10224
137,10225
137,10226
137,10227
137,10228
137,10229
137,10230
137,10231
137,10232
137,10233
137,10234
137,10235
137,10236
137,10237
137,10238
137,10239
137,10240
137,10241
137,10242
137,10243
137,10244
137,10245
137,10246
137,10247
137,10248
137,10249
137,10250
137,10251
137,10252
137,10253
137,10254
137,10255
137,10256
137,10257
137,10258
137,10259
137,10260
137,10261
137,10262
137,10263
137,10264
137,10265
137,10266
137,10267
137,10268
56,10269
56,10270
56,10271
56,10272
56,10273
56,10274
56,10275
56,10276
56,10277
56,10278
56,10279
56,10280
56,10281
56,10282
56,10283
56,10284
56,10285
56,10286
56,10287
56,10288
56,10289
56,10290
56,10291
56,10292
56,10293
56,10294
56,10295
56,10296
56,10297
56,10298
56,10299
56,10300
56,10301
56,10302
56,10303
56,10304
56,10305
56,10306
56,10307
56,10308
56,10309
56,10310
56,10311
56,10312
56,10313
56,10314
56,10315
56,10316
56,10317
56,10318
56,10319
56,10320
56,10321
56,10322
56,10323
56,10324
56,10325
56,10326
56,10327
56,10328
56,10329
56,10330
56,10331
56,10332
56,10333
56,10334
56,10335
56,10336
56,10337
56,10338
56,10339
56,10340
56,10341
56,10342
56,10343
56,10344
56,10345
56,10346
56,10347
56,10348
56,10349
56,10350
56,10351
56,10352
56,10353
56,10354
56,10355
56,10356
56,10357
56,10358
56,10359
56,10360
56,10361
56,10362
56,10363
56,10364
56,10365
56,10366
56,10367
56,10368
56,10369
138,10370
138,10371
138,10372
138,10373
138,10374
138,10375
138,10376
138,10377
75,10378
75,10379
75,10380
75,10381
75,10382
75,10383
75,10384
75,10385
75,10386
75,10387
75,10388
75,10389
75,10390
75,10391
75,10392
75,10393
75,10394
75,10395
75,10396
75,10397
75,10398
75,10399
75,10400
75,10401
75,10402
75,10403
75,10404
75,10405
75,10406
75,10407
75,10408
75,10409
75,10410
75,10411
75,10412
75,10413
75,10414
75,10415
75,10416
75,10417
75,10418
75,10419
75,10420
75,10421
75,10422
75,10423
75,10424
75,10425
75,10426
75,10427
75,10428
75,10429
75,10430
75,10431
75,10432
75,10433
75,10434
75,10435
75,10436
75,10437
75,10438
75,10439
75,10440
75,10441
75,10442
75,10443
75,10444
75,10445
75,10446
75,10447
75,10448
75,10449
75,10450
75,10451
75,10452
75,10453
5,10454
5,10455
5,10456
5,10457
5,10458
5,10459
5,10460
5,10461
5,10462
5,10463
5,10464
5,10465
5,10466
5,10467
5,10468
5,10469
5,10470
5,10471
5,10472
5,10473
5,10474
5,10475
5,10476
5,10477
5,10478
5,10479
5,10480
5,10481
5,10482
5,10483
5,10484
5,10485
5,10486
5,10487
5,10488
5,10489
5,10490
5,10491
5,10492
5,10493
5,10494
5,10495
5,10496
5,10497
5,10498
5,10499
5,10500
5,10501
5,10502
5,10503
5,10504
5,10505
5,10506
5,10507
5,10508
7,10509
7,10510
7,10511
7,10512
7,10513
7,10514
7,10515
7,10516
7,10517
7,10518
7,10519
7,10520
7,10521
7,10522
7,10523
7,10524
7,10525
7,10526
7,10527
7,10528
7,10529
7,10530
7,10531
7,10532
7,10533
7,10534
7,10535
7,10536
7,10537
7,10538
7,10539
7,10540
7,10541
7,10542
7,10543
7,10544
7,10545
7,10546
7,10547
7,10548
7,10549
7,10550
7,10551
7,10552
7,10553
7,10554
7,10555
7,10556
3,10557
3,10558
3,10559
3,10560
3,10561
3,10562
3,10563
3,10564
3,10565
3,10566
3,10567
3,10568
3,10569
3,10570
3,10571
3,10572
3,10573
3,10574
3,10575
3,10576
3,10577
3,10578
3,10579
3,10580
3,10581
3,10582
3,10583
3,10584
3,10585
3,10586
3,10587
3,10588
3,10589
3,10590
3,10591
3,10592
3,10593
3,10594
3,10595
3,10596
3,10597
3,10598
3,10599
3,10600
3,10601
3,10602
3,10603
3,10604
3,10605
3,10606
3,10607
3,10608
3,10609
3,10610
3,10611
3,10612
3,10613
3,10614
3,10615
3,10616
3,10617
3,10618
3,10619
3,10620
3,10621
3,10622
3,10623
3,10624
3,10625
3,10626
3,10627
3,10628
3,10629
3,10630
3,10631
3,10632
3,10633
3,10634
3,10635
3,10636
3,10637
3,10638
3,10639
3,10640
3,10641
3,10642
3,10643
3,10644
3,10645
3,10646
3,10647
3,10648
2,10649
2,10650
2,10651
2,10652
2,10653
2,10654
2,10655
2,10656
2,10657
2,10658
2,10659
2,10660
2,10661
2,10662
2,10663
2,10664
2,10665
2,10666
2,10667
2,10668
2,10669
2,10670
2,10671
2,10672
2,10673
2,10674
2,10675
2,10676
2,10677
2,10678
2,10679
2,10680
2,10681
2,10682
2,10683
2,10684
2,10685
2,10686
2,10687
2,10688
2,10689
2,10690
2,10691
2,10692
2,10693
2,10694
2,10695
2,10696
2,10697
2,10698
2,10699
2,10700
2,10701
2,10702
2,10703
2,10704
2,10705
2,10706
2,10707
2,10708
2,10709
2,10710
2,10711
2,10712
2,10713
2,10714
2,10715
2,10716
2,10717
2,10718
2,10719
2,10720
2,10721
2,10722
2,10723
2,10724
2,10725
2,10726
2,10727
2,10728
2,10729
2,10730
2,10731
2,10732
2,10733
2,10734
2,10735
2,10736
2,10737
2,10738
2,10739
2,10740
2,10741
2,10742
2,10743
2,10744
2,10745
2,10746
2,10747
2,10748
2,10749
2,10750
2,10751
2,10752
2,10753
2,10754
2,10755
2,10756
2,10757
2,10758
2,10759
2,10760
2,10761
2,10762
2,10763
2,10764
2,10765
2,10766
2,10767
2,10768
2,10769
2,10770
2,10771
2,10772
2,10773
2,10774
2,10775
2,10776
1,10777
1,10778
1,10779
1,10780
1,10781
1,10782
1,10783
1,10784
1,10785
1,10786
1,10787
1,10788
1,10789
4,10790
4,10791
4,10792
4,10793
4,10794
4,10795
4,10796
4,10797
4,10798
4,10799
4,10800
4,10801
4,10802
4,10803
4,10804
4,10805
4,10806
4,10807
4,10808
4,10809
4,10810
4,10811
4,10812
4,10813
4,10814
4,10815
4,10816
4,10817
4,10818
4,10819
4,10820
4,10821
4,10822
4,10823
4,10824
4,10825
4,10826
4,10827
4,10828
4,10829
4,10830
4,10831
4,10832
4,10833
4,10834
4,10835
4,10836
4,10837
4,10838
4,10839
4,10840
4,10841
4,10842
4,10843
4,10844
4,10845
4,10846
4,10847
4,10848
4,10849
4,10850
4,10851
4,10852
4,10853
4,10854
4,10855
4,10856
4,10857
4,10858
4,10859
4,10863
4,10864
4,10865
4,10866
4,10867
4,10868
4,10869
4,10870
4,10871
4,10872
4,10873
4,10874
4,10875
4,10876
4,10877
4,10878
4,10879
4,10880
4,10881
4,10882
4,10883
4,10884
4,10885
4,10886
4,10887
4,10888
4,10889
4,10890
4,10891
1,10892
1,10893
1,10894
1,10895
1,10896
1,10897
1,10898
1,10899
1,10900
1,10901
1,10902
1,10903
1,10904
1,10905
1,10906
1,10907
1,10908
1,10909
1,10910
1,10911
1,10912
4,10913
4,10914
1,10915
1,10916
1,10917
1,10918
1,10919
1,10920
1,10921
1,10922
1,10923
1,10924
1,10925
1,10926
1,10927
1,10928
1,10929
1,10930
1,10931
1,10932
1,10933
1,10934
1,10935
1,10936
1,10937
1,10938
1,10939
1,10940
1,10941
1,10942
1,10943
1,10944
1,10945
1,10946
1,10947
1,10948
1,10949
1,10950
1,10951
1,10952
1,10953
1,10954
1,10955
1,10956
1,10957
1,10958
1,10959
1,10960
1,10961
1,10962
1,10963
1,10964
1,10965
1,10966
1,10967
1,10968
40,10969
40,10970
40,10971
40,10972
40,10973
40,10974
40,10975
40,10976
40,10977
40,10978
40,10979
1,10980
40,10981
40,10982
40,10983
40,10984
40,10985
40,10986
40,10987
40,10988
40,10989
40,10990
40,10991
40,10992
40,10993
40,10994
40,10995
40,10996
40,10997
40,10998
40,10999
40,11000
40,11001
40,11002
40,11003
40,11004
40,11005
40,11006
40,11007
40,11008
40,11009
40,11010
40,11011
40,11012
40,11013
40,11014
40,11015
40,11016
40,11017
40,11018
40,11019
40,11020
40,11021
168,11022
168,11023
168,11024
168,11025
168,11026
168,11027
168,11028
168,11029
168,11030
28,11031
28,11032
28,11033
28,11034
28,11035
28,11036
28,11037
28,11038
28,11039
28,11040
28,11041
28,11042
28,11043
28,11044
28,11045
28,11046
28,11047
28,11048
28,11049
28,11050
28,11051
28,11052
28,11053
28,11054
28,11055
61,11056
61,11057
61,11058
61,11059
61,11060
61,11061
61,11062
61,11063
61,11064
61,11065
61,11066
61,11067
61,11068
61,11069
61,11070
61,11071
61,11072
61,11073
61,11074
61,11075
61,11076
61,11077
76,11078
76,11079
