,authority_control,character_code,character_id,image_id,label_eng,label_ja,label_ka,play_id,sort_ja
526,December 1985 Program; February 1975 Program; Bunka dejitaru raiburarii,Ichinotani-10,531,"[11168, 11176, 11177, 62032]",Chuta,Banbano Chūta,番場忠太,[72],ばんばのちゅうた
527,December 1985 Program; February 1975 Program; Bunka dejitaru raiburarii,Ichinotani-11,532,"[11169, 11170, 11176, 11177, 11178, 46658, 51322, 62032, 64485]",Umpei,Sunomata Unpei,須股運平,[72],すのまたうんぺい
528,December 1985 Program; February 1975 Program; Bunka dejitaru raiburarii,Ichinotani-12,533,"[11171, 11172, 11173, 11174, 11179, 11180, 11181, 11182, 46658, 51323, 52933, 62033]",Magosaku,Shōya Magosaku,庄屋孫作,[72],まごさく
529,December 1985 Program; February 1975 Program; Bunka dejitaru raiburarii,Ichinotani-13,534,"[8966, 8967, 8969, 8970, 8984, 8985, 8986, 8987, 8988, 8989, 8996, 8997, 8998, 9006, 9009, 9010, 9013, 9014, 9015, 9016, 9021, 9022, 9023, 9024, 9025, 9027, 9028, 9029, 9030, 9031, 9033, 9034, 9035, 9036, 9037, 9038, 9045, 9049, 11187, 11191, 11202, 11213, 11215, 11224, 11225, 11226, 11227, 11228, 11230, 11246, 11252, 11255, 11258, 11260, 11261, 11264, 11265, 11266, 11267, 11271, 11272, 11273, 11276, 11277, 11278, 11279, 11282, 45430, 45431, 45433, 45435, 45436, 45437, 45439, 45453, 45509, 46128, 46129, 46130, 46131, 46132, 46133, 46660, 46662, 46666, 47723, 47728, 47744, 47745, 47746, 47747, 47748, 48007, 48008, 49519, 49521, 49522, 49523, 49524, 49525, ...]",Sagami,Tsuma Sagami,妻相模,[72],さがみ
530,"December 1985 Program; February 1975 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Ichinotani-14,535,"[8976, 11246, 52617, 52630]",Gunji,Tsutsumino Gunji,堤軍次,[72],つつみのぐんじ
531,"December 1985 Program; February 1975 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Ichinotani-15,536,"[8971, 9039, 11190, 11232, 46128, 46133, 49520, 52630, 52634, 52639]",Kajiwara,Kajiwara Heiji Kagetaka,梶原平次景高,[72],かじわらへいじかげたか
532,"December 1985 Program; February 1975 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Ichinotani-16,537,"[9018, 9020, 9022, 9032, 9042, 9050, 11243, 11244, 11263, 11267, 11269, 11270, 11275, 11277, 11280, 45436, 45437, 45439, 45551, 46131, 46132, 46133, 46664, 47740, 47741, 47742, 47743, 47744, 47745, 47746, 47747, 47748, 48005, 48011, 49540, 49541, 49542, 49543, 49544, 49545, 49546, 49547, 49548, 49549, 49550, 49551, 49552, 51338, 52280, 52631, 52955, 52956, 61094, 62013]",Yoshitsune Minamoto,Minamotono Yoshitsune,源義経,[72],みなもとのよしつね
533,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-01,538,[nan],Shibagaki,Haha Shibagaki,母柴垣,[29],ははしばがき
534,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-02,539,"[45534, 47757, 55035, 55039, 55040, 55041, 55043, 55044, 55046, 55047, 55048, 55049]",Otani,Musume Otani,娘お谷,[29],おたに
535,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-03,540,[nan],Matagoro,Sawai Matagorō,沢井股五郎,[29],さわいまたごろう
536,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-04,541,[nan],Yukie,Wada Yukie,和田行家,[29],わだゆきえ
537,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-05,542,[nan],Jitsunai,Yakko Jitsunai,奴実内,[29],じつない
538,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-06,543,[nan],Dainaiki,Konda Dainaiki,誉田大内記,[29],こんだだいないき
539,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-07,544,[nan],Goemon,Usami Goemon,宇佐見五右衛門,[29],うさみごえもん
540,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-08,545,[nan],Rinzaemon,Sakurada Rinzaemon,桜田林左衛門,[29],さくらだりんざえもん
541,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-09,546,[nan],Busuke,Ishitome Busuke,石留武助,[29],いしとめぶすけ
542,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-10,547,"[45534, 47756, 55002, 55003, 55005, 55006, 55007, 55009, 55027, 55028, 55029, 55030, 55031, 55032, 55036, 55042, 55045, 55049]",Masaemon,Karaki Masaemon,唐木政右衛門,[29],からきまさえもん
543,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-11,548,[nan],Okura,Uba Okura,乳母おくら,[29],うば
544,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-12,549,[nan],Onochi,Musume Onochi,娘おのち,[29],おのち
545,May 1986 Program,Igagoe-13,550,[nan],Page,Koshō,小姓,[29],こしょう
546,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-14,551,"[45932, 45949, 45953, 45955, 45957, 48309, 49073, 49074, 49079, 49083, 49087, 49088, 49089, 49091, 49092, 49093, 49094, 49095, 49096, 49097, 57243, 57244, 57249, 57261, 57265, 57266, 57268, 57269, 57272, 57273, 57274, 57275, 57276, 57277, 57278, 57279, 57280, 57281, 57282, 57283, 57284, 57285, 57286, 57294, 57295, 57296, 57297, 57298, 57301, 57302, 57303, 57304, 57305, 57306, 57307, 57308, 57309, 57310, 57311, 57313, 57314, 57315, 57316, 57317, 57324, 57325, 62136, 62137]",Heisaku,Oya Heisaku,親平作 (雲助平作),[29],へいさく
547,"May 1986 Program; Bunka dejitaru raiburarii; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Igagoe-15,552,"[45947, 45949, 45951, 45955, 45957, 48314, 48315, 49070, 49071, 49072, 49074, 49075, 49076, 49077, 49078, 49089, 49090, 49093, 49094, 49095, 49096, 49097, 57247, 57248, 57249, 57250, 57251, 57252, 57253, 57254, 57255, 57256, 57257, 57258, 57259, 57260, 57266, 57269, 57270, 57271, 57287, 57288, 57289, 57293, 57294, 57295, 57296, 57297, 57298, 57300, 57304, 57305, 57306, 57307, 57308, 57309, 57310, 57311, 57313, 57314, 57315, 61887, 62135, 62136, 62137]",Jubei,Gofukuya Jūbei,呉服屋十兵衛 (重兵衛),[29],ごふくやじゅうべい
548,"May 1986 Program; Bunka dejitaru raiburarii; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Igagoe-16,553,[nan],Yasubei,Nimochi Yasubei,荷持安兵衛,[29],やすべい
549,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-17,554,"[45951, 45953, 48314, 48325, 49077, 49078, 49079, 49080, 49081, 49082, 49083, 49084, 49085, 49086, 49087, 49088, 57243, 57245, 57261, 57262, 57263, 57264, 57265, 57266, 57267, 57268, 57269, 57270, 57271, 57272, 57273, 57274, 57275, 57276, 57277, 57278, 57279, 57280, 57281, 57282, 57283, 57284, 57285, 57286, 57287, 57288, 57290, 57291, 57292, 57296, 57297, 57298, 57299, 57312, 57313, 57314, 57315, 57316, 57317, 61098, 62134, 62135]",Oyone,Musume Oyone,娘お米,[29],およね
550,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-18,555,"[48325, 57246, 57252, 57253, 57254, 57255, 57256, 57257, 57258, 57259, 61098]",Magohachi,Ikezoe Magohachi,池添孫八,[29],いけぞえまごはち
551,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-19,556,"[45532, 47750, 54983, 54984, 54985, 54986, 54987, 54989, 55001, 55010, 55011, 55012, 55013, 55014, 55015, 55016, 55017, 55018]",Shizuma,Wada Shizuma,和田志津馬,[29],わだしずま
552,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-20,557,"[45532, 47750, 54982, 54983, 54984, 54985, 54986, 54987, 54988, 54989, 54991, 55001, 55010, 55011, 55012, 55013, 55014, 55016, 55017, 55018, 55019, 55020, 55022, 64432]",Osode,Musume Osode,娘お袖,[29],おそで
553,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-21,558,"[45532, 47750, 47751, 54988, 54989, 54990, 54991, 54992]",Sukehei,Yakko Sukehei,奴助平,[29],すけへい
554,"May 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Igagoe-24,559,"[55019, 55020, 55021, 55022, 55025]",Gampachi,Janome no Ganpachi,蛇の目の眼八,[29],がんぱち
555,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-25,560,"[45534, 47756, 55025, 55037, 55042, 55048, 55050]",Kobei's wife,Kōbei nyōbō,幸兵衛女房,[29],こうへいにょうぼう
556,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-26,561,"[45534, 55021, 55023, 55026, 55033, 55034]",Kobei,Yamada Kōbei,山田幸兵衛,[29],やまだこうへい
557,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-27,562,[54981],Chief constable,Torite no kogashira,捕手の小頭,[29],とりてこがしら
558,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-28,563,[nan],Messanger Kosuke,Aruki no Kosuke,歩きの小助,[29],あるきのこすけ
559,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-29,564,[nan],"Minosuke, Otani's son",Segare Minosuke,伜巳之助,[29],みのすけ
560,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-30,565,"[10753, 55038, 55039]",Night watchman,Yomawari,夜回り,[29],よまわり
561,May 1986 Program; Bunka dejitaru raiburarii,Igagoe-31,566,[nan],Segawa,Keisei Segawa,傾城瀬川,[29],せがわ
562,May 1986 Program,Igagoe-32,567,[nan],Postman,Hikyaku,飛脚,[29],ひきゃく
563,February 1993 Program; Bunka dejitaru raiburarii,Ikudama-01,568,"[11551, 11552, 11553, 11554, 11555, 11556, 11567, 11574, 11579, 11580, 11581, 11592, 11593, 11594, 11595, 11596, 11597, 11598, 11599, 11600, 11601, 46618, 46624, 46626, 46628, 46630, 51221, 51222, 51224, 51225, 51229, 51242, 51247, 51248, 51249, 51250, 51251, 51252, 51253, 51254, 52356]",Osaga,Kashiwaya Osaga,柏屋おさが,[8],かしわやおさが
564,February 1993 Program,Ikudama-02,569,"[11557, 11576, 11580]",Rustic customer,Inaka kyaku,田舎客,[8],いなかきゃく
565,February 1993 Program,Ikudama-03,570,"[11548, 11563, 11575, 11576, 11577, 11581]",Palanquin bearer,Kagoya,駕屋,[8],かごや
566,February 1993 Program; Bunka dejitaru raiburarii,Ikudama-05,571,"[46618, 51220]",Tea house madam,Kasha,花車,[8],かしゃ
567,February 1993 Program; Bunka dejitaru raiburarii,Ikudama-06,572,"[11549, 11550, 11551, 11552, 11553, 11554, 11555, 11556, 11561, 11562, 11564, 11565, 11571, 11572, 11573, 11574, 11575, 11576, 11577, 11578, 11579, 11581, 11582, 11592, 11593, 11594, 11595, 11596, 11597, 11598, 11599, 11600, 11601, 46618, 46620, 46622, 46624, 46626, 46628, 46630, 51221, 51222, 51223, 51224, 51225, 51226, 51227, 51234, 51236, 51238, 51239, 51240, 51241, 51242, 51246, 51247, 51248, 51249, 51250, 51251, 51252, 51253, 51254, 52356, 52357]",Kaheiji,Chawanya Kaheiji,茶碗屋嘉平次,[8],かへいじ
568,February 1993 Program; Bunka dejitaru raiburarii,Ikudama-07,573,"[11557, 11558, 11559, 11561, 11562, 11563, 11564, 11566, 46620, 46622, 51228, 51231, 51232, 51233, 51237]",Kaheiji's elder sister,Kaheiji ane,嘉平次姉,[8],かへいじあね
569,February 1993 Program; Bunka dejitaru raiburarii,Ikudama-08,574,"[11557, 11558, 11561, 11562, 11563, 11564, 11570, 46620, 46622, 51228, 51229, 51231, 51233]",Ikumatsu,Otōto Ikumatsu,弟幾松,[8],いくまつ
570,February 1993 Program; Bunka dejitaru raiburarii,Ikudama-09,575,"[11563, 11564, 11566, 11570, 46622, 51235, 51237]",Otake,Meshitaki Otake,飯炊きお竹,[8],おたけ
571,February 1993 Program; Bunka dejitaru raiburarii,Ikudama-10,576,"[11567, 11571, 11572, 11573, 11574, 11575, 11576, 11577, 11578, 46624, 51238, 51239, 51240, 51241]",Chosaku,Indenya Chōsaku,印伝屋長作,[8],いんでんやちょうさく
572,February 1993 Program; Bunka dejitaru raiburarii,Ikudama-11,577,"[11568, 11569]",Apprentice,Mukai no decchi,迎いの丁稚,[8],むかいのでっち
573,February 1993 Program,Ikudama-12,578,[nan],Clerk,Konya no tedai,紺屋の手代,[8],こんやのてだい
574,February 1993 Program; Bunka dejitaru raiburarii,Ikudama-13,579,[nan],Seisuke,Wakaimono Seisuke,若い者清介,[8],きよすけ
575,February 1993 Program; Bunka dejitaru raiburarii,Ikudama-14,580,[52357],Gohei,Oya Gohei,親五兵衛,[8],ごへい
576,February 1993 Program,Ikudama-15,581,[nan],Okiwa,Iinazuke Okiwa,許婚おきわ,[8],おきわ
577,April 1986 Program; Bunka dejitaru raiburarii,Imose-01,582,"[9777, 9778, 46164, 49710, 55215, 55216, 55223, 55225, 55228, 55230, 55233, 55236, 55238, 55239, 55240, 55241, 55242, 55243, 55308, 55310, 55311, 55317, 55318, 55323, 55324, 55326, 55327, 55332, 55342, 55344, 55369, 55370, 55371, 55372, 55373, 55374, 55382, 55393, 55394, 55395, 55396, 55405, 55406, 55407, 55408, 55409, 55410, 55412, 55413, 55414, 55418, 55419, 55421, 55422, 55431, 55432, 55433, 55434, 55436, 55442, 55445, 55446, 55447, 55448, 55449, 55450, 55451, 55452, 55453, 55458, 55459, 55466, 55467, 55472, 55475, 55476, 55482, 55841, 55842, 55843, 55844, 62053, 62054, 62056, 62082, 62083]",Koganosuke,Koganosuke,久我之助,[79],くがのすけ
578,April 1986 Program; Bunka dejitaru raiburarii,Imose-02,583,"[45660, 45701, 48144, 48145, 55217, 55218, 55219, 55220, 55221, 55222, 55223, 55225, 55227, 55231, 55308, 55309, 55310, 55311, 55312, 55313, 55314, 55315, 55316, 55319, 55320, 55321, 55322, 55323, 55325, 55326, 55328, 55329, 55333, 55334, 55335, 55336, 55337, 55338, 55339, 55340, 55341, 55343, 55345, 55346, 55347, 55368, 55369, 55371, 55372, 55373, 55384, 55385, 55386, 55387, 55388, 55389, 55390, 55398, 55399, 55400, 55401, 55402, 55403, 55404, 55405, 55411, 55420, 55421, 55428, 55429, 55465, 55466, 55467, 55472, 55473, 55474, 55477, 55482, 55842, 55845, 55846, 62053, 62054, 62055, 62075, 62076, 62081]",Hinadori,Hinadori,雛鳥,[79],ひなどり
579,April 1986 Program; Bunka dejitaru raiburarii,Imose-03,584,"[55217, 55219, 55221, 55222, 55224, 55225, 55232, 55308, 55309, 55310, 55311, 55313, 55314, 55320, 55323, 55326, 55334, 55336, 55337, 55345, 55346, 55347, 55368, 55373, 55383, 55384, 55386, 55387, 55399, 55424, 55425, 55426, 55436, 55438, 55439, 55440, 55441, 55455, 55457, 55460, 55466, 55467, 55472, 55473, 55475, 55477, 55482, 55842, 62053, 62054]",Kogiku,Koshimoto Kogiku,腰元小菊,[79],こぎく
580,April 1986 Program; Bunka dejitaru raiburarii,Imose-04,585,"[55221, 55222, 55309, 55310, 55311, 55320, 55326, 55345, 55346, 55347, 55368, 55383, 55387, 55424, 55435, 55436, 55437, 55455, 55460, 55466, 55467, 55473, 55477, 55482, 55842, 55845, 55846, 62054, 62055]",Kikyo,Koshimoto Kikyō,腰元桔梗,[79],ききょう
581,"April 1986 Program; Bunka dejitaru raiburarii; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-05,586,"[9777, 9778, 9903, 49710, 55232, 55237, 55239, 55241, 55242, 55243, 55468, 55686, 55688, 55718, 55720]",Gemba,Miyakoshi Genba,宮越玄蕃,[79],みやこしげんば
582,April 1986 Program; Bunka dejitaru raiburarii,Imose-06,587,"[55215, 55229, 55233, 55564, 55573, 55575, 55576, 55577, 55578, 55580, 55581, 55582, 55583, 55585, 62057]",Uneme,Uneme,采女,[79],うねめ
583,"April 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-07,588,"[52487, 52488, 55274, 55275, 55276, 55510, 55511, 55569, 55570, 55580, 55581, 55582, 55583, 55585, 55785, 55786, 55790, 55805, 55811, 55813, 62063, 62064]",Emperor Tenji,Tenji Tei,天智帝,[79],てんじてい
584,April 1986 Program; Bunka dejitaru raiburarii,Imose-08,589,"[52519, 52520, 55500, 55501, 55504, 55506, 55514, 55517, 55568, 55569, 55570, 55581, 55582, 55583, 55806, 62064]",Kaneaki,Dainagon Kaneaki,大納言兼秋,[79],だいなごんかねあき
585,"April 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-09,590,"[45694, 45698, 48181, 48189, 52516, 52517, 52523, 52524, 55277, 55278, 55279, 55280, 55281, 55282, 55510, 55512, 55513, 55514, 55518, 55570, 55580, 55590, 55591, 55593, 55595, 55605, 55610, 55612, 55615, 55618, 55619, 55622, 55623, 55624, 55625, 55626, 55628, 55629, 55630, 55631, 55632, 55634, 55635, 55636, 55637, 55640, 55641, 55643, 55644, 55645, 55646, 55647, 55648, 55650, 55651, 55652, 55653, 55654, 55655, 55656, 55657, 55658, 55660, 55663, 55664, 55665, 55666, 55667, 55668, 55669, 55670, 55671, 55672, 55675, 55676, 55681, 55682, 55683, 55684, 55725, 55726, 55727, 55728, 55729, 55730, 55731, 55732, 55811, 55812]",Tankai,Fujiwara Tankai,藤原淡海,[79],ふじわらたんかい
586,"April 1986 Program; Daijirin (Tokyo: Sanseido, 1995)",Imose-10,591,[nan],Imperial Court messanger,Kintei no tsukai,禁庭の使,[79],きんていのつかい
587,"April 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-11,592,"[45694, 45696, 48178, 48179, 48180, 48181, 48182, 48183, 48184, 48185, 48186, 48187, 52522, 52524, 55488, 55489, 55490, 55491, 55494, 55495, 55496, 55497, 55504, 55512, 55513, 55515, 55516, 55518, 55519, 55520, 55521, 55522, 55527, 55545, 55546, 55547, 55548, 55549, 55550, 55552, 55554, 55555, 55556, 55559, 55560, 55561, 55562, 55563, 55565, 55566, 55570, 55572, 55573, 55574, 55806, 55807, 55808, 55812, 61656]",Shibaroku,Ryōshi Shibaroku,猟師芝六,[79],しばろく
588,"April 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-12,593,"[52522, 52525, 52527, 55514, 55517, 55523, 55525, 55534, 55535, 55536, 55537, 55538, 55540, 55541, 55570, 55573, 55574, 55575, 55581, 55786, 55790, 55791]",Sansaku,Segare Sansaku,伜三作,[79],さんさく
589,"April 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-13,594,"[45696, 48182, 48186, 48187, 55499, 55500, 55503, 55504, 55505, 55507, 55508, 55509, 55519, 55520, 55521, 55522, 55528, 55530, 55531, 55532, 55533, 55534, 55535, 55536, 55537, 55538, 55539, 55540, 55541, 55542, 55543, 55544, 55546, 55547, 55548, 55549, 55551, 55553, 55554, 55555, 55556, 55557, 55558, 55559, 55560, 55561, 55566, 55568, 55571, 55572, 55807, 55808]",Okiji,Nyōbō Okiji,女房お雉,[79],おきじ
590,April 1986 Program; Bunka dejitaru raiburarii,Imose-14,595,"[55502, 55503, 55505, 55507, 55508, 55509, 55568, 55788]",Shin-emon,Komeya Shinemon,米屋新右衛門,[79],しんざえもん
591,April 1986 Program; Bunka dejitaru raiburarii,Imose-15,596,"[55523, 55531, 55533, 55550, 55552, 55555, 55571]",Sugimatsu,Segare Sugimatsu,伜杉松,[79],すぎまつ
592,April 1986 Program; Bunka dejitaru raiburarii,Imose-16,597,"[52522, 52525, 52527, 55524, 55525]",Official in charge of deer,Shika yakunin,鹿役人,[79],しかやくにん
593,"April 1986 Program; Daijirin (Tokyo: Sanseido, 1995)",Imose-17,598,"[55529, 55789]",Buddhist devotee,Kōfukuji shūto,興福寺衆徒,[79],こうふくじしゅうと
594,April 1986 Program; Bunka dejitaru raiburarii,Imose-18,599,"[45698, 48188, 55564, 55567, 55573, 55575, 55576, 55577, 55578, 55579, 55580, 55581, 55582, 55584]",Kamatari,Fujiwarano Kamatari,藤原鎌足,[79],ふじわらのかまたり
595,"April 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-19,600,"[45660, 45701, 48148, 48149, 55283, 55285, 55286, 55290, 55291, 55293, 55294, 55295, 55296, 55297, 55349, 55350, 55355, 55356, 55357, 55358, 55360, 55361, 55363, 55365, 55377, 55378, 55380, 55382, 55384, 55385, 55386, 55387, 55388, 55389, 55390, 55392, 55398, 55399, 55400, 55401, 55402, 55403, 55404, 55405, 55411, 55416, 55417, 55420, 55421, 55422, 55423, 55424, 55428, 55429, 55430, 55431, 55432, 55433, 55436, 55443, 55454, 55455, 55457, 55460, 55479, 55481, 55821, 62065, 62066, 62069, 62070, 62079, 62080, 62081]",Sadaka,Kōshitsu Sadaka,後室定高,[79],さだか
596,"April 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-20,601,"[9791, 9792, 45660, 45701, 48146, 48147, 52284, 52514, 55257, 55259, 55284, 55287, 55289, 55293, 55294, 55295, 55349, 55351, 55355, 55358, 55359, 55360, 55362, 55364, 55367, 55374, 55379, 55381, 55382, 55383, 55392, 55393, 55394, 55395, 55396, 55405, 55406, 55407, 55408, 55409, 55410, 55412, 55413, 55414, 55415, 55418, 55419, 55421, 55422, 55427, 55428, 55429, 55431, 55432, 55433, 55434, 55435, 55436, 55437, 55438, 55439, 55440, 55441, 55442, 55444, 55445, 55446, 55447, 55448, 55449, 55450, 55451, 55452, 55453, 55456, 55459, 55461, 55462, 55463, 55464, 55468, 55483, 55795, 55821, 62061, 62070, 62082, 62083]",Kiyozumi,Daihanji Kiyozumi,大判事清澄,[79],だいはんじきよずみ
597,"April 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-21,602,"[9793, 9794, 9795, 9879, 9880, 9881, 9882, 9883, 9886, 9888, 45659, 45701, 46166, 46171, 46172, 49720, 49721, 49743, 49744, 49748, 49749, 52248, 55261, 55262, 55264, 55265, 55266, 55267, 55268, 55269, 55270, 55271, 55288, 55292, 55294, 55295, 55298, 55303, 55304, 55305, 55306, 55307, 55689, 55690, 55691, 55692, 55693, 55694, 55696, 55698, 55699, 55700, 55701, 55795, 55796, 55797, 55802, 55814, 55816, 55817, 55818, 55819, 55820, 55822, 55823, 55827, 61931, 62061, 62066, 62068, 62071, 62072]",Iruka,Sogano Iruka,蘇我入鹿,[79],そがのいるか
598,"April 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-22,603,"[9777, 9778, 52511, 52515, 55234, 55239, 55240, 55241, 55242, 55243, 55263, 55685, 55695, 55706, 55715, 55717, 55719]",Yatoji,Aramaki Yatōji,荒巻弥藤次,[79],あらまきやとうじ
599,April 1986 Program,Imose-23,604,"[55299, 55300, 55301, 55302, 55827, 62071]",Messenger,Chūshin,注進,[79],ちゅうしん
600,April 1986 Program; Bunka dejitaru raiburarii,Imose-24,605,"[9801, 9804, 9814, 9821, 9847, 48191, 55586, 55587, 55589, 55592, 55599, 55600, 55601, 55602, 55603, 55604, 55606, 55607, 55608, 55611, 55614, 55615]",Netaro,Decchi Netarō,丁稚子太郎,[79],ねたろう
601,April 1986 Program; Bunka dejitaru raiburarii,Imose-25,606,"[9797, 9798, 9803, 9810, 9814, 45698, 46167, 46168, 48189, 48190, 49723, 49724, 49725, 49728, 49729, 55586, 55591, 55593, 55594, 55595, 55597, 55598, 55606]",Dozaemon,Dozaemon,土左衛門,[79],どざえもん
602,April 1986 Program; Bunka dejitaru raiburarii,Imose-26,607,"[9799, 9801, 9802, 9804, 9806, 9807, 9809, 9812, 9815, 46167, 49726, 55586, 55587, 55588, 55589, 55595, 55598, 55604, 55606, 55607]",Toroku,Tōroku,藤六,[79],とうろく
603,April 1986 Program; Bunka dejitaru raiburarii,Imose-27,608,"[9797, 9799, 9801, 9802, 9804, 9805, 9815, 49726, 55596, 55604, 55606]",Yahei (Nohei),Yahei (Nohei),野平,[79],やへい
604,April 1986 Program; Bunka dejitaru raiburarii,Imose-28,609,[nan],Omiwa's mother,Omiwa haha,お三輪母,[79],おみわはは
605,April 1986 Program; Bunka dejitaru raiburarii,Imose-29,610,"[9815, 9816, 9817, 9818, 9819, 46168, 49730, 52528, 55599, 55600, 55601]",Landlord,Yanushi Mojibei,家主 (家主茂次兵衛),[79],やぬしもじへい
606,"April 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-30,611,"[9806, 9808, 9811, 9824, 9826, 9827, 9829, 9830, 9832, 9834, 9835, 9836, 9837, 9838, 9839, 9840, 9841, 9842, 9844, 9846, 9847, 9848, 9849, 9850, 9851, 9853, 9857, 9859, 9865, 9866, 9867, 9868, 9869, 9871, 9872, 9873, 9874, 9875, 9909, 9913, 9914, 46167, 46169, 46170, 46172, 49724, 49725, 49734, 49735, 49736, 49737, 49740, 49751, 52285]","Motome, in fact Tankai Fujiwara",Motome jitsuwa Fujiwara Tankai,求馬実は藤原淡海,[79],もとめじつはふじわらたんかい
607,"May 1977 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-31,612,"[9820, 9838, 9840, 9841, 9842, 9843, 9844, 9845, 9846, 9849, 9850, 9851, 9855, 9858, 9864, 9865, 9866, 9867, 9868, 9870, 9871, 9872, 9873, 9874, 9875, 9909, 9910, 9911, 9912, 9914, 45700, 46169, 46170, 46172, 48194, 49736, 49737, 49738, 49741, 49751, 52285, 55609, 55610, 55611, 55612, 55633, 55634, 55635, 55636, 55640, 55641, 55642, 55643, 55644, 55649, 55650, 55651, 55652, 55653, 55654, 55655, 55656, 55662, 55664, 55667, 55668, 55669, 55670, 55673, 55674, 55676, 55681, 55682, 55683, 55684, 55721, 55722, 55723, 55724, 55726, 55727, 55728, 55729, 55730, 55731, 55732]",Tachibana,Tachibana Hime,橘姫,[79],たちばなひめ
608,"April 1986 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-32,613,"[9821, 9822, 9823, 9824, 9825, 9826, 9827, 9828, 9829, 9830, 9831, 9832, 9833, 9834, 9835, 9836, 9837, 9838, 9839, 9840, 9841, 9842, 9844, 9847, 9848, 9852, 9853, 9854, 9855, 9856, 9860, 9861, 9862, 9863, 9869, 9870, 9871, 9872, 9875, 9915, 9916, 9917, 9918, 9921, 9922, 9923, 9924, 9925, 9926, 9927, 9928, 9929, 9930, 9931, 9933, 9934, 9935, 9936, 9938, 9941, 9947, 9949, 9950, 9951, 45700, 45702, 45704, 46169, 46170, 46171, 46172, 46173, 48192, 48193, 48195, 48196, 48197, 48198, 48199, 48200, 48201, 48202, 48205, 48206, 49732, 49733, 49734, 49735, 49738, 49739, 49742, 49752, 49753, 52285, 52286, 52532, 52533, 52534, 52535, 52536, ...]",Omiwa,Omiwa,お三輪,[79],おみわ
609,"May 1977 Program; Bunka dejitaru raiburarii; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006)",Imose-34,615,"[9916, 9917, 9919, 9920, 55733, 55734, 55787]",Bean curd buyer,Tōfu kai,豆腐買 (豆腐の御用),[79],とうふかい
610,May 1980 Program; Bunka dejitaru raiburarii,Ise-01,616,[nan],Okon,Jorō Okon,女郎お紺,[104],おこん
611,May 1980 Program; Bunka dejitaru raiburarii,Ise-02,617,[52338],Manno,Nakai Manno,仲居万野,[104],まんの
