id,pscene_id,shamisen_id,shamisensub_id,shamisen_description,sortorder
115,84,40,0,,1
116,84,110,0,,2
117,85,65,0,,1
118,86,105,0,,1
119,86,8,0,,2
120,86,112,0,,3
121,87,103,0,,1
122,87,112,0,,2
123,87,110,0,,3
124,87,65,0,,4
125,87,105,0,,5
126,87,32,0,,6
127,88,32,0,Part 1,1
128,88,93,0,Part 2,2
129,88,114,0,Part 2: Tsure [assistant player],3
130,88,67,0,Part 3,4
131,89,3,0,,1
132,90,119,0,,1
133,91,104,0,,1
134,92,114,0,Part 1,1
135,92,46,0,Part 2,2
136,93,84,0,,1
137,94,40,0,Part 1,1
138,94,110,0,Part 2,2
139,95,65,0,,1
140,96,105,0,Part 1,1
141,96,8,0,Part 2,2
142,96,112,0,Part 3,3
143,97,103,0,,1
144,97,112,0,,2
145,97,110,0,,3
146,97,65,0,,4
147,97,105,0,,5
148,97,32,0,,6
149,98,32,0,Part 1,1
150,98,93,0,Part 2,2
151,98,116,0,Part 2: Tsure [assistant player],3
152,98,67,0,Part 3,4
153,99,40,103,,1
154,100,110,119,,1
155,101,84,3,,1
156,101,67,8,,2
157,101,32,65,,3
158,101,114,105,,4
159,102,46,112,,1
160,102,93,104,,2
161,102,67,65,,3
162,102,114,105,,4
163,103,105,0,,1
164,104,104,0,,1
165,105,46,0,,1
166,106,32,0,,1
167,107,110,0,,1
168,108,114,0,,1
169,109,67,0,Part 1,1
170,109,65,0,Part 2,2
171,114,65,0,,1
172,114,112,0,,2
173,115,3,0,,1
174,116,46,0,,1
175,117,119,0,,1
176,117,84,0,,2
177,117,8,0,,3
178,117,65,0,,4
179,117,105,0,,5
180,118,40,0,,1
181,119,104,0,,1
182,120,103,0,,1
183,120,93,0,,2
184,121,8,0,,1
185,121,67,0,,2
186,121,114,0,,3
187,122,32,0,,1
188,122,114,0,,2
189,122,3,0,,3
190,123,103,0,,1
191,124,84,0,,1
192,124,40,0,,2
193,125,110,0,,1
194,125,67,0,,2
195,125,105,0,,3
196,125,32,0,,4
197,126,114,0,,1
198,127,67,0,,1
199,128,103,0,Part 1,1
200,128,104,0,Part 2,2
201,129,105,0,,1
202,130,3,0,,1
203,131,40,0,Part 1,1
204,131,46,0,Part 2,2
205,131,93,0,Part 3,3
206,132,8,0,,1
207,133,112,0,,1
208,134,65,0,,1
209,135,84,0,,1
210,136,32,0,Part 1,1
211,136,110,0,Part 2,2
212,137,119,0,,1
213,110,40,0,,1
214,110,105,0,,2
215,110,84,0,,3
216,110,67,0,,4
217,111,40,0,,1
218,112,93,0,,1
219,113,84,0,,1
220,113,67,0,,2
221,113,105,0,,3
222,138,32,0,,1
223,138,119,0,,2
224,138,105,0,Tsure [assistant player],3
225,139,67,0,,1
226,139,8,0,,2
227,140,46,0,,1
228,141,112,0,,1
229,141,65,0,,2
230,142,104,0,,1
231,142,103,0,,2
232,142,105,0,,3
233,142,32,0,,4
234,142,114,0,,5
235,143,103,0,,1
236,143,105,0,,2
237,143,32,0,,3
238,143,114,0,,4
239,143,104,0,,5
240,144,103,0,,1
241,144,105,0,,2
242,144,32,0,,3
243,144,114,0,,4
244,144,104,0,,5
245,145,103,0,,1
246,145,105,0,,2
247,145,32,0,,3
248,145,114,0,,4
249,145,104,0,,5
250,146,84,0,,1
251,147,67,0,Part 1,1
252,147,93,0,Part 2,2
253,147,114,0,Part 2: Tsure [assistant player],3
254,148,3,0,,1
255,149,40,0,Part 1,1
256,149,110,0,Part 2,2
257,149,65,0,Part 3,3
258,150,3,0,,1
259,151,65,0,,1
260,152,32,0,,1
261,153,46,0,Part 1 (Seyama),1
262,153,110,0,Part 2 (Seyama),2
263,153,84,0,Part 1 (Imoyama),3
264,153,8,0,Part 2 (Imoyama),4
265,154,104,0,,1
266,155,105,0,,1
267,155,112,0,,2
268,156,93,0,,1
269,156,40,0,,2
270,156,67,0,,3
271,156,114,0,,4
272,157,119,0,,1
273,157,103,0,Tsure [assistant player],2
274,158,116,0,Part 1,1
275,158,84,0,Part 2,2
276,159,32,0,Part 1,1
277,159,104,0,Part 2,2
278,160,65,0,Part 1,1
279,160,112,0,Part 2,2
280,161,110,0,Part 1,1
281,161,8,0,Part 2,2
282,161,3,0,Part 3,3
283,162,103,0,,1
284,163,105,0,Part 1,1
285,163,40,0,Part 2,2
286,164,67,0,,1
287,164,93,0,,2
288,165,114,0,,1
289,165,46,0,,2
290,166,119,0,,1
291,167,46,0,,1
292,168,104,0,,1
293,169,104,0,,1
294,170,119,0,,1
295,170,84,0,,2
296,170,67,0,,3
297,170,105,0,,4
298,171,110,0,,1
299,171,40,0,,2
300,171,105,0,,3
301,171,32,0,,4
302,172,93,0,,1
303,173,8,0,,1
304,174,112,0,,1
305,174,103,0,,2
306,174,65,0,,3
307,174,114,0,,4
308,174,3,0,,5
309,175,114,0,,1
310,176,32,0,,1
311,177,104,0,,1
312,178,105,0,,1
313,178,65,0,,2
314,179,67,0,,1
315,179,114,0,Tsure [assistant player],2
316,180,105,0,,1
317,180,110,0,,2
318,181,3,0,,1
319,181,114,0,Tsure [assistant player],2
320,182,112,0,,1
321,183,103,0,,1
322,183,104,0,,2
323,184,32,0,,1
324,184,93,0,,2
325,186,40,0,,1
326,186,46,0,,2
327,187,65,0,,1
328,187,8,0,,2
329,188,103,0,,1
330,188,104,0,,2
331,188,110,0,,3
332,188,93,0,,4
333,188,112,0,,5
334,188,46,0,,6
335,189,105,0,Part 1,1
336,189,119,0,Part 2,2
337,190,103,0,,1
338,191,104,0,,1
339,192,8,0,,1
340,192,67,0,,2
341,192,105,0,,3
342,192,32,0,,4
343,192,114,0,,5
344,192,3,0,,6
345,193,84,0,,1
346,194,110,0,,1
347,195,32,0,,1
348,196,65,0,,1
349,196,112,0,,2
350,197,103,0,,1
351,197,104,0,,2
352,197,110,0,,3
353,197,119,0,,4
354,197,93,0,,5
355,197,112,0,,6
356,197,46,,,7
357,198,93,0,,1
358,199,40,0,Part 1,1
359,199,46,0,Part 2,2
360,200,104,0,,1
361,200,40,0,,2
362,200,67,0,,3
363,200,105,0,,4
364,200,114,0,,5
365,201,46,0,,1
366,202,112,0,,1
367,203,32,0,,1
368,203,119,0,,2
369,204,103,0,,1
370,204,65,0,,2
371,204,32,0,,3
372,205,3,0,,1
373,206,84,0,,1
374,206,8,0,,2
375,207,93,0,,1
376,208,110,0,,1
377,208,105,0,Tsure [assistant player],2
378,209,114,0,Part 1,1
379,209,104,0,Part 2,2
380,210,112,0,,1
381,211,65,0,,1
382,212,40,0,,1
383,212,105,0,Tsure [assistant player],2
384,213,119,0,,1
385,214,3,0,,1
386,215,84,0,Part 1,1
387,215,8,0,Part 2,2
388,216,110,0,,1
389,217,93,0,,1
390,218,46,0,,1
391,218,103,0,,2
392,218,67,0,,3
393,218,32,0,,4
394,218,10,0,,5
395,219,65,0,,1
396,220,32,0,,1
397,220,3,0,,2
398,221,93,0,,1
399,221,114,0,Tsure [assistant player],2
400,222,119,0,,1
401,223,8,0,,1
402,224,46,0,,1
403,224,103,0,,2
404,224,67,0,,3
405,225,110,0,,1
406,225,40,0,,2
407,225,105,0,,3
408,226,84,0,,1
409,226,112,0,,2
410,227,104,0,,1
411,228,3,0,,1
412,229,103,0,,1
413,230,114,0,Part 1,1
414,230,46,0,Part 2,2
415,231,67,0,,1
416,232,65,0,,1
417,232,105,0,,2
418,232,10,0,,3
419,232,30,0,,4
420,232,119,0,Tsure [assistant player],5
421,233,32,0,,1
422,234,8,0,,1
423,235,32,0,,1
424,236,93,0,,1
425,237,104,0,,1
426,238,40,0,,1
427,239,65,0,,1
428,240,112,0,,1
429,241,84,0,,1
430,242,105,0,,1
431,243,67,0,,1
432,244,110,0,,1
433,245,114,0,,1
434,246,3,0,,1
435,246,104,0,,2
436,247,93,0,,1
437,248,84,0,,1
438,249,119,0,,1
439,249,8,0,,2
440,249,67,0,,3
441,249,32,0,,4
442,249,30,0,,5
443,250,105,0,,1
444,250,112,0,,2
445,250,65,0,Tsure [assistant player],3
446,251,110,0,,1
447,252,40,0,,1
448,253,46,0,,1
449,253,103,0,,2
450,253,65,0,,3
451,253,10,0,,4
452,253,113,0,,5
453,254,46,0,,1
454,255,119,0,Part 1,1
455,255,3,0,Part 2,2
456,256,67,0,Part 1,1
457,256,93,0,Part 2,2
458,257,105,0,Part 1,1
459,257,84,0,Part 2,2
460,258,114,0,Part 1,1
461,258,104,0,Part 2,2
462,259,103,0,,1
463,260,112,0,,1
464,261,40,0,,1
465,262,110,0,,1
466,262,8,0,,2
467,262,65,0,,3
468,262,32,0,,4
469,262,10,0,,5
470,262,30,0,,6
471,262,113,,,7
472,263,8,0,,1
473,263,84,0,,2
474,264,3,0,,1
475,265,114,0,,1
476,266,46,0,,1
477,267,103,0,,1
478,268,40,0,,1
479,269,84,0,,1
480,270,110,0,,1
481,271,119,0,,1
482,272,119,0,,1
483,273,30,0,,1
484,273,113,0,,2
485,274,3,0,,1
486,275,8,0,,1
487,276,67,0,,1
488,277,93,0,,1
489,278,65,0,,1
490,279,110,0,,1
491,279,67,0,,2
492,279,105,0,,3
493,279,32,0,,4
494,279,114,0,,5
495,279,30,0,,6
496,279,113,,,7
497,280,105,0,,1
498,280,32,0,,2
499,280,112,0,,3
500,280,104,0,,4
501,281,114,0,,1
502,282,32,0,,1
503,283,112,0,Part 1,1
504,283,65,0,Part 2,2
505,284,93,0,,1
506,285,67,0,,1
507,285,105,0,,2
508,285,10,0,,3
509,285,30,0,,4
510,285,113,0,,5
511,286,119,0,,1
512,286,40,0,,2
513,286,105,0,,3
514,286,32,0,,4
515,286,114,0,,5
516,286,46,0,,6
517,287,84,0,,1
518,288,67,0,,1
519,288,93,0,,2
520,289,105,0,,1
521,289,32,0,,2
522,289,113,0,,3
523,290,65,0,,1
524,291,110,0,,1
525,291,104,0,,2
526,292,112,0,,1
527,293,3,0,,1
528,294,112,0,,1
529,294,65,0,Tsure [assistant player],2
530,295,103,0,,1
531,295,67,0,,2
532,295,114,0,,3
533,295,30,0,,4
534,296,113,0,,1
535,296,30,0,,2
536,296,10,0,,3
537,296,114,0,,4
538,297,105,0,,1
539,298,10,0,Part 1,1
540,298,32,0,Part 2,2
541,298,8,0,Part 3,3
542,299,113,0,Part 1,1
543,299,40,0,Part 2,2
544,300,65,0,Part 1,1
545,300,112,0,Part 2,2
546,301,104,0,,1
547,302,3,0,Part 1,1
548,302,46,0,Part 2,2
549,302,93,0,Part 3,3
550,303,119,0,,1
551,303,103,0,,2
552,303,114,0,,3
553,303,30,0,,4
554,304,84,0,Naka [Part 1],1
555,304,110,0,Oku [Part 2],2
556,305,67,0,,1
557,306,114,0,,1
558,306,30,0,Tsure [assistant player],2
559,307,3,0,,1
560,308,40,0,,1
561,308,84,0,,2
562,308,30,0,Tsure [assistant player],3
563,309,3,0,,1
564,310,84,0,,1
565,312,46,0,,1
566,312,103,0,,2
567,312,105,0,,3
568,312,114,0,,4
569,312,10,0,,5
570,313,93,0,,1
571,313,67,0,Tsure [assistant player],2
572,314,84,0,,1
573,315,8,0,,1
574,315,119,0,,2
575,316,67,0,,1
576,317,3,0,,1
577,318,104,0,,1
578,318,112,0,,2
579,319,110,0,,1
580,320,40,0,,1
581,320,65,0,,2
582,320,32,0,,3
583,320,30,0,,4
584,320,113,0,,5
585,321,40,0,,1
586,321,114,0,,2
587,321,10,0,,3
588,322,67,0,,1
589,322,104,0,,2
590,322,93,0,,1
591,322,67,0,,2
592,322,114,0,,3
593,322,10,0,,4
594,324,67,0,,1
595,325,104,0,,1
596,325,114,0,,2
597,326,40,0,,1
598,326,10,0,,2
599,327,93,0,,1
600,327,104,0,Tsure [assistant player],2
601,328,32,0,Kuchi [Part 1],1
602,328,8,0,Oku [Part2],2
603,329,84,0,,1
604,330,93,0,,1
605,330,67,0,Tsure [assistant player],2
606,331,40,0,,1
607,331,67,0,,2
608,331,114,0,,3
609,331,10,0,,4
610,332,112,0,,1
611,333,104,0,,1
612,334,65,0,Naka [Part 1],1
613,334,110,0,Kiri [Part 2],2
614,335,119,0,,1
615,335,46,0,,2
616,336,119,0,,1
617,336,46,0,,2
618,337,103,0,,1
619,337,105,0,,2
620,337,30,0,,3
621,337,113,0,,4
622,337,3,0,,5
623,338,65,0,,1
624,338,8,0,,2
625,339,84,0,,1
626,340,3,0,,1
627,340,112,0,,2
628,341,104,0,,1
629,341,67,0,,2
630,341,114,0,,3
631,341,10,0,,4
632,341,113,0,,5
633,342,103,0,,1
634,342,93,0,,2
635,343,119,0,,1
636,344,46,0,,1
637,344,67,0,Tsure [assistant player],2
638,345,110,0,,1
639,345,40,0,,2
640,345,105,0,,3
641,345,32,0,,4
642,345,30,0,,5
643,346,105,0,Naka [Part 1],1
644,346,8,0,Oku [Part2],2
645,347,104,0,,1
646,347,67,0,,2
647,347,10,0,,3
648,347,30,0,,4
649,347,113,0,,5
650,348,119,0,,1
651,348,114,0,Tsure [assistant player],2
652,349,103,0,,1
653,350,32,0,Naka [Part 1],1
654,350,46,0,Oku [Part2],2
655,351,110,0,,1
656,352,40,0,,1
657,353,84,0,,1
658,353,114,0,Tsure [assistant player],2
659,354,65,0,Naka [Part 1],1
660,354,112,0,Kiri [Part 2],2
661,355,3,0,Naka [Part 1],1
662,355,93,0,Kiri [Part 2],2
663,356,119,0,,1
664,356,103,0,,2
665,356,10,0,,3
666,356,30,0,,4
667,356,113,0,,5
668,357,3,0,,1
669,357,114,0,Tsure [assistant player],2
670,358,93,0,,1
671,359,112,0,,1
672,360,84,0,,1
673,361,46,0,,1
674,361,104,0,,2
675,361,114,0,Tsure [assistant player],3
676,362,32,0,,1
677,363,32,0,,1
678,364,110,0,,1
679,365,105,0,,1
680,365,8,0,,2
681,366,40,0,,1
682,366,65,0,,2
683,366,10,0,,3
684,366,30,0,,4
685,366,113,0,,5
686,367,67,0,,1
687,367,114,0,Tsure [assistant player],2
688,368,10,0,,1
689,368,114,0,Tsure [assistant player],2
690,369,65,0,,1
691,370,67,0,,1
692,370,114,0,,2
693,371,105,0,,1
694,372,32,0,,1
695,373,84,0,,1
696,373,32,0,,2
697,373,114,0,,3
698,373,10,0,,4
699,373,113,0,,5
700,374,65,0,,1
701,374,112,0,,2
702,375,119,0,,1
703,375,32,0,Tsure [assistant player],2
704,376,104,0,,1
705,377,3,0,,1
706,378,40,0,,1
707,379,105,0,,1
708,380,110,0,,1
709,380,8,0,,2
710,381,46,0,,1
711,382,93,0,,1
712,383,103,0,,1
713,383,67,0,,2
714,383,105,0,,3
715,383,30,0,,4
716,383,69,0,,5
717,384,46,0,Naka [Part 1],1
718,384,8,0,Oku [Part2],2
719,385,93,0,,1
720,385,67,0,Tsure [assistant player],2
721,386,40,8,Part 1,1
722,386,10,0,Part 1: Tsure [assistant player],2
723,386,119,0,Part 2,3
724,386,10,0,Part 2:Tsure [assistant player],4
725,387,3,0,Kuchi [Part 1],1
726,387,84,0,Oku [Part2],2
727,388,65,0,Naka [Part 1],1
728,388,8,40,Tsugi [Part 2],2
729,388,104,0,Oku [Part 3],3
730,389,112,0,,1
731,389,105,0,Tsure [assistant player],2
732,390,103,0,,1
733,390,32,0,Tsure [assistant player],2
734,390,30,0,Tsure [assistant player],3
735,392,65,0,,1
736,392,8,0,,2
737,393,40,0,,1
738,394,104,0,,1
739,395,105,0,,1
740,395,84,0,,2
741,396,3,0,,1
742,396,93,0,,2
743,396,67,0,Tsure [assistant player],3
744,397,46,0,,1
745,398,84,0,,1
746,399,119,0,,1
747,399,112,0,,2
748,400,103,0,,1
749,400,114,0,,2
750,400,10,0,,3
751,400,30,0,,4
752,400,113,0,,5
753,400,69,0,,6
754,401,10,0,,1
755,401,113,0,,2
756,401,90,0,,3
757,401,41,0,,4
758,401,144,0,,5
759,401,145,0,,6
760,401,102,,,7
761,402,103,0,,1
762,403,114,0,Kuchi [Part 1],1
763,403,8,0,Oku [Part2],2
764,404,40,0,,1
765,405,104,0,,1
766,406,105,0,Kuchi [Part 1],1
767,406,84,0,Oku [Part2],2
768,407,3,0,Naka [Part 1],1
769,407,93,0,Oku [Part2],2
770,407,114,0,Oku [Part2]: Tsure [assistant player],3
771,408,46,0,,1
772,409,65,0,,1
773,410,119,0,Part 1,1
774,410,112,0,Kiri [Part 2],2
775,411,67,0,,1
776,411,105,0,,2
777,411,10,0,,3
778,411,30,0,,4
779,411,69,0,,5
780,412,3,0,,1
781,412,114,0,,2
782,412,10,0,,3
783,412,30,0,,4
784,413,104,0,,1
785,414,103,0,,1
786,414,10,0,Tsure [assistant player],2
787,414,84,0,,3
788,415,114,0,,1
789,416,3,0,,1
790,417,104,0,Part 1,1
791,417,30,0,Part 1: Tsure [assistant player],2
792,417,84,0,Part 2,3
793,417,10,0,Part 2: Tsure [assistant player],4
794,418,103,0,,1
795,418,114,0,,2
796,418,10,0,,3
797,418,30,0,,4
798,419,10,0,,1
799,419,103,0,,2
800,420,114,0,,1
801,421,67,0,,1
802,422,84,0,,1
803,423,104,0,,1
804,424,105,0,,1
805,425,40,0,,1
806,426,65,0,,1
807,426,105,0,,2
808,426,113,0,,3
809,427,8,0,,1
810,427,67,0,,2
811,427,114,0,,3
812,427,10,0,,4
813,427,90,0,,5
814,427,144,0,,6
815,428,119,0,,1
816,429,46,0,,1
817,429,93,0,,2
818,430,65,0,,1
819,430,30,0,,2
820,430,69,0,,3
821,430,41,0,,4
822,430,145,0,,5
823,430,102,0,,6
824,430,3,,,7
825,431,105,0,,1
826,432,46,0,Part 1,1
827,432,93,0,Part 2,2
828,433,113,0,,1
829,433,103,0,,2
830,434,67,0,,1
831,435,65,0,,1
832,436,8,0,,1
833,437,119,0,,1
834,437,3,0,,2
835,437,30,0,,3
836,437,69,0,,4
837,438,10,0,,1
838,438,40,0,,2
839,439,84,0,Part 1,1
840,439,114,0,Ato [Part 2],2
841,440,110,0,Part 1,1
842,440,104,0,Kiri [Part 2],2
843,441,103,0,,1
844,442,114,0,,1
845,443,46,0,,1
846,444,67,0,,1
847,445,104,0,,1
848,446,3,0,,1
849,447,65,0,,1
850,448,10,0,,1
851,448,30,0,,2
852,449,84,0,,1
853,450,8,0,,1
854,450,93,0,,2
855,451,119,0,,1
856,451,105,0,,2
857,451,30,0,Tsure [assistant player],3
858,451,10,0,Tsure [assistant player],4
859,452,110,0,,1
860,452,40,0,,2
861,452,114,0,,3
862,452,113,0,,4
863,452,69,0,,5
864,452,90,0,,6
865,452,41,,,7
866,452,144,,,8
867,452,102,,,9
868,452,145,,,10
869,453,105,0,,1
870,454,65,0,Mae [Part 1],1
871,454,67,0,Ato [Part 2],2
872,455,30,0,,1
873,456,10,0,Naka [Part 1],1
874,456,3,0,A: Oku [Part2],2
875,456,69,0,A: Oku [Part2]: Tsure [assistant player],3
876,456,84,0,B: Oku [Part2],4
877,456,90,0,B: Oku [Part2]: Tsure [assistant player],5
878,456,40,0,C: Oku [Part2],6
879,456,145,,C: Oku [Part2]: Tsure [assistant player],7
880,457,114,0,,1
881,457,113,0,,2
882,457,41,0,,3
883,457,144,0,,4
884,457,102,0,,5
885,458,46,0,,1
886,459,3,0,,1
887,460,119,0,,1
888,461,67,0,,1
889,462,8,0,,1
890,462,110,0,,2
891,463,65,0,,1
892,464,104,0,,1
893,465,93,0,,1
894,466,84,0,,1
895,466,40,0,,2
896,466,114,0,,3
897,466,10,0,,4
898,466,113,0,,5
899,466,145,0,,6
900,466,144,,,7
901,466,90,,,8
902,467,10,0,,1
903,467,102,0,,2
904,467,145,0,,3
905,467,144,0,,4
906,467,41,0,,5
907,467,90,0,,6
908,468,30,0,Kuchi [Part 1],1
909,468,105,0,Naka [Part 2],2
910,468,8,0,Oku [Part3],3
911,469,46,67,,1
912,470,114,0,,1
913,471,84,0,,1
914,472,113,0,Kuchi [Part 1],1
915,472,103,0,Naka [Part 2],2
916,472,93,0,Kiri [Part 3],3
917,473,69,0,,1
918,474,40,0,,1
919,475,3,0,,1
920,476,8,0,Mae [Part 1],1
921,476,110,0,Ato [Part 2],2
922,477,10,0,Kuchi [Part 1],1
923,477,67,0,Naka [Part 2],2
924,477,104,0,Kiri [Part 3],3
925,478,65,0,,1
926,478,114,0,,2
927,478,113,0,,3
928,478,30,0,,4
929,479,46,0,,1
930,479,40,0,,2
931,480,3,0,,1
932,480,104,0,,2
933,480,10,0,Tsure [assistant player]],3
934,481,103,0,,1
935,481,65,0,,2
936,481,32,0,,3
937,481,30,0,,4
938,481,113,0,,5
939,481,41,0,,6
940,481,145,,,7
941,482,84,0,,1
942,482,110,0,,2
943,483,67,0,,1
944,483,93,0,,2
945,484,8,0,,1
946,484,105,0,,2
947,484,114,0,,3
948,484,69,0,,4
949,484,90,102,,5
950,485,84,0,,1
951,486,105,0,Naka [Part 1],1
952,486,8,0,Oku [Part2],2
953,487,103,0,,1
954,487,32,0,,2
955,487,30,0,,3
956,487,69,0,,4
957,487,41,90,,5
958,487,145,102,,6
959,488,65,0,Naka [Part 1],1
960,488,40,0,Oku [Part2],2
961,489,10,0,,1
962,490,110,0,,1
963,491,104,0,,1
964,492,46,0,Naka [Part 1],1
965,492,93,0,Kiri [Part 2],2
966,493,3,0,,1
967,493,67,0,,2
968,493,10,0,,3
969,493,113,0,,4
970,494,46,0,,1
971,495,104,0,,1
972,496,32,0,,1
973,497,3,0,,1
974,497,8,0,,2
975,498,110,0,,1
976,499,67,0,,1
977,499,10,0,,2
978,499,145,0,,3
979,499,90,0,,4
980,499,41,0,,5
981,500,40,0,,1
982,500,113,0,Tsure [assistant player],2
983,500,93,0,,3
984,501,84,0,,1
985,501,105,0,Tsure [assistant player],2
986,502,3,0,,1
987,503,41,0,Kuchi [Part 1],1
988,503,32,0,Oku [Part2],2
989,504,102,90,Kuchi [Part 1],1
990,504,105,0,Naka [Part 2],2
991,504,8,0,Oku [Part3],3
992,505,30,0,Kuchi [Part 1],1
993,505,103,0,Oku [Part2],2
994,506,65,0,Naka [Part 1],1
995,506,110,0,Oku [Part2],2
996,507,40,0,,1
997,508,113,0,Naka [Part 1],1
998,508,104,0,Kiri [Part 2],2
999,508,10,0,Kiri [Part 2]: Tsure [assistant player],3
1000,509,69,0,Kuchi [Part 1],1
1001,509,84,0,Oku [Part2],2
1002,510,46,0,Naka [Part 1],1
1003,510,93,0,Kiri [Part 2],2
1004,511,67,0,,1
1005,512,30,0,,1
1006,512,84,0,,2
1007,513,104,0,,1
1008,514,110,0,,1
1009,514,32,0,,2
1010,515,67,0,,1
1011,515,105,0,,2
1012,516,67,0,,1
1013,516,10,0,,2
1014,516,90,0,,3
1015,516,102,0,,4
1016,517,3,0,,1
1017,517,8,0,,2
1018,518,103,0,,1
1019,519,10,0,,1
1020,519,40,0,,2
1021,520,93,0,,1
1022,521,46,0,,1
1023,521,65,0,,2
1024,521,113,0,,3
1025,522,30,0,,1
1026,523,10,0,Kuchi [Part 1],1
1027,523,105,0,Oku [Part2],2
1028,524,65,0,,1
1029,525,67,0,Mae [Part 1],1
1030,525,32,0,Ato [Part 2],2
1031,526,65,0,,1
1032,526,113,0,,2
1033,526,30,0,,3
1034,526,41,0,,4
1035,527,46,0,,1
1036,527,103,0,,2
1037,527,10,0,,3
1038,527,69,0,,4
1039,527,102,0,,5
1040,527,41,0,,6
1041,527,90,,,7
1042,528,8,0,,1
1043,529,104,0,,1
1044,530,84,0,,1
1045,531,3,0,,1
1046,532,32,0,,1
1047,532,40,0,,2
1048,533,65,0,,1
1049,534,67,0,,1
1050,535,110,0,,1
1051,536,105,0,,1
1052,537,10,0,,1
1053,538,84,0,,1
1054,538,103,0,,2
1055,539,67,0,,1
1056,539,30,0,Tsure [assistant player],2
1057,540,32,0,,1
1058,541,110,0,,1
1059,542,65,0,,1
1060,542,105,0,,2
1061,542,30,0,,3
1062,542,41,0,,4
1063,542,102,0,,5
1064,543,3,0,,1
1065,543,69,0,Tsure [assistant player],2
1066,544,40,0,,1
1067,545,32,0,Naka [Part 1],1
1068,545,104,0,Kiri [Part 2],2
1069,546,32,0,,1
1070,546,104,0,,2
1071,547,46,0,,1
1072,548,8,0,,1
1073,549,105,0,,1
1074,549,10,0,,2
1075,549,69,0,,3
1076,549,90,0,,4
1077,550,65,0,,1
1078,551,103,0,,1
1079,551,32,0,,2
1080,551,30,0,,3
1081,551,69,0,,4
1082,551,41,0,,5
1083,551,102,0,,6
1084,552,105,0,,1
1085,553,110,0,,1
1086,554,67,0,,1
1087,554,10,0,Tsure [assistant player],2
1088,555,84,0,,1
1089,556,3,0,,1
1090,557,46,0,,1
1091,558,32,0,,1
1092,559,104,0,,1
1093,560,8,0,,1
1094,561,40,0,,1
1095,562,105,0,Naka [Part 1],1
1096,562,110,0,Kiri [Part 2],2
1097,563,32,0,,1
1098,563,30,0,,2
1099,563,69,0,,3
1100,563,90,0,,4
1101,563,42,0,,5
1102,564,10,0,Kuchi [Part 1],1
1103,564,65,0,Oku [Part2],2
1104,565,69,0,,1
1105,565,102,0,Tsure [assistant player],2
1106,566,40,0,,1
1107,567,84,0,,1
1108,567,90,0,Tsure [assistant player],2
1109,568,102,0,Kuchi [Part 1],1
1110,568,32,0,Naka [Part 2],2
